file_id,biosample_type,tissue,assay,strand,experiment_target,specie,dataset
CNhs12958_M,tissue,"cerebellum, embryo E13, biol_ (E13R1)",CAGE,minus,none,mouse,fantom5
CNhs12958_P,tissue,"cerebellum, embryo E13, biol_ (E13R1)",CAGE,plus,none,mouse,fantom5
CNhs13004_M,tissue,"cerebellum, embryo E13, biol_ (E13R2)",CAGE,minus,none,mouse,fantom5
CNhs13004_P,tissue,"cerebellum, embryo E13, biol_ (E13R2)",CAGE,plus,none,mouse,fantom5
CNhs13016_M,tissue,"cerebellum, embryo E13, biol_ (E13R3)",CAGE,minus,none,mouse,fantom5
CNhs13016_P,tissue,"cerebellum, embryo E13, biol_ (E13R3)",CAGE,plus,none,mouse,fantom5
CNhs12960_M,tissue,"cerebellum, embryo E14, biol_ (E14R1)",CAGE,minus,none,mouse,fantom5
CNhs12960_P,tissue,"cerebellum, embryo E14, biol_ (E14R1)",CAGE,plus,none,mouse,fantom5
CNhs13005_M,tissue,"cerebellum, embryo E14, biol_ (E14R2)",CAGE,minus,none,mouse,fantom5
CNhs13005_P,tissue,"cerebellum, embryo E14, biol_ (E14R2)",CAGE,plus,none,mouse,fantom5
CNhs13017_M,tissue,"cerebellum, embryo E14, biol_ (E14R3)",CAGE,minus,none,mouse,fantom5
CNhs13017_P,tissue,"cerebellum, embryo E14, biol_ (E14R3)",CAGE,plus,none,mouse,fantom5
CNhs12961_M,tissue,"cerebellum, embryo E15, biol_ (E15R1)",CAGE,minus,none,mouse,fantom5
CNhs12961_P,tissue,"cerebellum, embryo E15, biol_ (E15R1)",CAGE,plus,none,mouse,fantom5
CNhs13006_M,tissue,"cerebellum, embryo E15, biol_ (E15R2)",CAGE,minus,none,mouse,fantom5
CNhs13006_P,tissue,"cerebellum, embryo E15, biol_ (E15R2)",CAGE,plus,none,mouse,fantom5
CNhs13018_M,tissue,"cerebellum, embryo E15, biol_ (E15R3)",CAGE,minus,none,mouse,fantom5
CNhs13018_P,tissue,"cerebellum, embryo E15, biol_ (E15R3)",CAGE,plus,none,mouse,fantom5
CNhs13000_M,tissue,"cerebellum, embryo E16, biol_ (E16R1)",CAGE,minus,none,mouse,fantom5
CNhs13000_P,tissue,"cerebellum, embryo E16, biol_ (E16R1)",CAGE,plus,none,mouse,fantom5
CNhs13007_M,tissue,"cerebellum, embryo E16, biol_ (E16R2)",CAGE,minus,none,mouse,fantom5
CNhs13007_P,tissue,"cerebellum, embryo E16, biol_ (E16R2)",CAGE,plus,none,mouse,fantom5
CNhs13019_M,tissue,"cerebellum, embryo E16, biol_ (E16R3)",CAGE,minus,none,mouse,fantom5
CNhs13019_P,tissue,"cerebellum, embryo E16, biol_ (E16R3)",CAGE,plus,none,mouse,fantom5
CNhs12818_M,tissue,"cerebellum, embryo E17, biol_ (E17R1)",CAGE,minus,none,mouse,fantom5
CNhs12818_P,tissue,"cerebellum, embryo E17, biol_ (E17R1)",CAGE,plus,none,mouse,fantom5
CNhs13008_M,tissue,"cerebellum, embryo E17, biol_ (E17R2)",CAGE,minus,none,mouse,fantom5
CNhs13008_P,tissue,"cerebellum, embryo E17, biol_ (E17R2)",CAGE,plus,none,mouse,fantom5
CNhs13020_M,tissue,"cerebellum, embryo E17, biol_ (E17R3)",CAGE,minus,none,mouse,fantom5
CNhs13020_P,tissue,"cerebellum, embryo E17, biol_ (E17R3)",CAGE,plus,none,mouse,fantom5
CNhs12962_M,tissue,"cerebellum, embryo E18, biol_ (E18R1)",CAGE,minus,none,mouse,fantom5
CNhs12962_P,tissue,"cerebellum, embryo E18, biol_ (E18R1)",CAGE,plus,none,mouse,fantom5
CNhs13009_M,tissue,"cerebellum, embryo E18, biol_ (E18R2)",CAGE,minus,none,mouse,fantom5
CNhs13009_P,tissue,"cerebellum, embryo E18, biol_ (E18R2)",CAGE,plus,none,mouse,fantom5
CNhs13021_M,tissue,"cerebellum, embryo E18, biol_ (E18R3)",CAGE,minus,none,mouse,fantom5
CNhs13021_P,tissue,"cerebellum, embryo E18, biol_ (E18R3)",CAGE,plus,none,mouse,fantom5
CNhs12963_M,tissue,"cerebellum, neonate N00, biol_ (P0R1)",CAGE,minus,none,mouse,fantom5
CNhs12963_P,tissue,"cerebellum, neonate N00, biol_ (P0R1)",CAGE,plus,none,mouse,fantom5
CNhs13010_M,tissue,"cerebellum, neonate N00, biol_ (P0R2)",CAGE,minus,none,mouse,fantom5
CNhs13010_P,tissue,"cerebellum, neonate N00, biol_ (P0R2)",CAGE,plus,none,mouse,fantom5
CNhs13022_M,tissue,"cerebellum, neonate N00, biol_ (P0R3)",CAGE,minus,none,mouse,fantom5
CNhs13022_P,tissue,"cerebellum, neonate N00, biol_ (P0R3)",CAGE,plus,none,mouse,fantom5
CNhs13001_M,tissue,"cerebellum, neonate N03, biol_ (P3R1)",CAGE,minus,none,mouse,fantom5
CNhs13001_P,tissue,"cerebellum, neonate N03, biol_ (P3R1)",CAGE,plus,none,mouse,fantom5
CNhs13011_M,tissue,"cerebellum, neonate N03, biol_ (P3R2)",CAGE,minus,none,mouse,fantom5
CNhs13011_P,tissue,"cerebellum, neonate N03, biol_ (P3R2)",CAGE,plus,none,mouse,fantom5
CNhs13024_M,tissue,"cerebellum, neonate N03, biol_ (P3R3)",CAGE,minus,none,mouse,fantom5
CNhs13024_P,tissue,"cerebellum, neonate N03, biol_ (P3R3)",CAGE,plus,none,mouse,fantom5
CNhs12819_M,tissue,"cerebellum, neonate N06, biol_ (P6R1)",CAGE,minus,none,mouse,fantom5
CNhs12819_P,tissue,"cerebellum, neonate N06, biol_ (P6R1)",CAGE,plus,none,mouse,fantom5
CNhs13012_M,tissue,"cerebellum, neonate N06, biol_ (P6R2)",CAGE,minus,none,mouse,fantom5
CNhs13012_P,tissue,"cerebellum, neonate N06, biol_ (P6R2)",CAGE,plus,none,mouse,fantom5
CNhs13025_M,tissue,"cerebellum, neonate N06, biol_ (P6R3)",CAGE,minus,none,mouse,fantom5
CNhs13025_P,tissue,"cerebellum, neonate N06, biol_ (P6R3)",CAGE,plus,none,mouse,fantom5
CNhs12820_M,tissue,"cerebellum, neonate N09, biol_ (P9R1)",CAGE,minus,none,mouse,fantom5
CNhs12820_P,tissue,"cerebellum, neonate N09, biol_ (P9R1)",CAGE,plus,none,mouse,fantom5
CNhs13013_M,tissue,"cerebellum, neonate N09, biol_ (P9R2)",CAGE,minus,none,mouse,fantom5
CNhs13013_P,tissue,"cerebellum, neonate N09, biol_ (P9R2)",CAGE,plus,none,mouse,fantom5
CNhs13026_M,tissue,"cerebellum, neonate N09, biol_ (P9R3)",CAGE,minus,none,mouse,fantom5
CNhs13026_P,tissue,"cerebellum, neonate N09, biol_ (P9R3)",CAGE,plus,none,mouse,fantom5
CNhs11135_M,tissue,"cerebellum, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11135_P,tissue,"cerebellum, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs10468_M,tissue,"colon, adult",CAGE,minus,none,mouse,fantom5
CNhs10468_P,tissue,"colon, adult",CAGE,plus,none,mouse,fantom5
CNhs10501_M,tissue,"corpora quadrigemina, adult",CAGE,minus,none,mouse,fantom5
CNhs10501_P,tissue,"corpora quadrigemina, adult",CAGE,plus,none,mouse,fantom5
CNhs10487_M,tissue,"corpus striatum, adult",CAGE,minus,none,mouse,fantom5
CNhs10487_P,tissue,"corpus striatum, adult",CAGE,plus,none,mouse,fantom5
CNhs11226_M,tissue,"corpus striatum, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11226_P,tissue,"corpus striatum, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs10473_M,tissue,"cortex, adult",CAGE,minus,none,mouse,fantom5
CNhs10473_P,tissue,"cortex, adult",CAGE,plus,none,mouse,fantom5
CNhs11107_M,tissue,"cortex, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11107_P,tissue,"cortex, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs10482_M,tissue,"diencephalon, adult",CAGE,minus,none,mouse,fantom5
CNhs10482_P,tissue,"diencephalon, adult",CAGE,plus,none,mouse,fantom5
CNhs11201_M,tissue,"diencephalon, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11201_P,tissue,"diencephalon, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs11218_M,tissue,"epididymis and seminiferous tubule, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11218_P,tissue,"epididymis and seminiferous tubule, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs11199_M,tissue,"epididymis and seminiferous tubule, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11199_P,tissue,"epididymis and seminiferous tubule, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs10490_M,tissue,"epididymis, adult",CAGE,minus,none,mouse,fantom5
CNhs10490_P,tissue,"epididymis, adult",CAGE,plus,none,mouse,fantom5
CNhs10484_M,tissue,"eyeball, adult",CAGE,minus,none,mouse,fantom5
CNhs10484_P,tissue,"eyeball, adult",CAGE,plus,none,mouse,fantom5
CNhs11016_M,tissue,"eyeball, embryo E12",CAGE,minus,none,mouse,fantom5
CNhs11016_P,tissue,"eyeball, embryo E12",CAGE,plus,none,mouse,fantom5
CNhs10521_M,tissue,"eyeball, embryo E14",CAGE,minus,none,mouse,fantom5
CNhs10521_P,tissue,"eyeball, embryo E14",CAGE,plus,none,mouse,fantom5
CNhs10593_M,tissue,"eyeball, embryo E15",CAGE,minus,none,mouse,fantom5
CNhs10593_P,tissue,"eyeball, embryo E15",CAGE,plus,none,mouse,fantom5
CNhs11023_M,tissue,"eyeball, embryo E17",CAGE,minus,none,mouse,fantom5
CNhs11023_P,tissue,"eyeball, embryo E17",CAGE,plus,none,mouse,fantom5
CNhs11207_M,tissue,"eyeball, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11207_P,tissue,"eyeball, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs11140_M,tissue,"eyeball, neonate N01",CAGE,minus,none,mouse,fantom5
CNhs11140_P,tissue,"eyeball, neonate N01",CAGE,plus,none,mouse,fantom5
CNhs11205_M,tissue,"eyeball, neonate N02",CAGE,minus,none,mouse,fantom5
CNhs11205_P,tissue,"eyeball, neonate N02",CAGE,plus,none,mouse,fantom5
CNhs11188_M,tissue,"eyeball, neonate N16",CAGE,minus,none,mouse,fantom5
CNhs11188_P,tissue,"eyeball, neonate N16",CAGE,plus,none,mouse,fantom5
CNhs10596_M,tissue,"forelimb, embryo E11",CAGE,minus,none,mouse,fantom5
CNhs10596_P,tissue,"forelimb, embryo E11",CAGE,plus,none,mouse,fantom5
CNhs10600_M,tissue,"forelimb, embryo E12",CAGE,minus,none,mouse,fantom5
CNhs10600_P,tissue,"forelimb, embryo E12",CAGE,plus,none,mouse,fantom5
CNhs10589_M,tissue,"forelimb, embryo E13",CAGE,minus,none,mouse,fantom5
CNhs10589_P,tissue,"forelimb, embryo E13",CAGE,plus,none,mouse,fantom5
CNhs10577_M,tissue,"forelimb, embryo E14",CAGE,minus,none,mouse,fantom5
CNhs10577_P,tissue,"forelimb, embryo E14",CAGE,plus,none,mouse,fantom5
CNhs11007_M,tissue,"forelimb, embryo E15",CAGE,minus,none,mouse,fantom5
CNhs11007_P,tissue,"forelimb, embryo E15",CAGE,plus,none,mouse,fantom5
CNhs10598_M,tissue,"forelimb, embryo E17",CAGE,minus,none,mouse,fantom5
CNhs10598_P,tissue,"forelimb, embryo E17",CAGE,plus,none,mouse,fantom5
CNhs11008_M,tissue,"forelimb, embryo E18",CAGE,minus,none,mouse,fantom5
CNhs11008_P,tissue,"forelimb, embryo E18",CAGE,plus,none,mouse,fantom5
CNhs11044_M,tissue,"gonad, embryo E13",CAGE,minus,none,mouse,fantom5
CNhs11044_P,tissue,"gonad, embryo E13",CAGE,plus,none,mouse,fantom5
CNhs10586_M,tissue,"heart, embryo E11",CAGE,minus,none,mouse,fantom5
CNhs10586_P,tissue,"heart, embryo E11",CAGE,plus,none,mouse,fantom5
CNhs11015_M,tissue,"heart, embryo E12",CAGE,minus,none,mouse,fantom5
CNhs11015_P,tissue,"heart, embryo E12",CAGE,plus,none,mouse,fantom5
CNhs11013_M,tissue,"heart, embryo E13",CAGE,minus,none,mouse,fantom5
CNhs11013_P,tissue,"heart, embryo E13",CAGE,plus,none,mouse,fantom5
CNhs10597_M,tissue,"heart, embryo E14",CAGE,minus,none,mouse,fantom5
CNhs10597_P,tissue,"heart, embryo E14",CAGE,plus,none,mouse,fantom5
CNhs11017_M,tissue,"heart, embryo E15",CAGE,minus,none,mouse,fantom5
CNhs11017_P,tissue,"heart, embryo E15",CAGE,plus,none,mouse,fantom5
CNhs11021_M,tissue,"heart, embryo E16",CAGE,minus,none,mouse,fantom5
CNhs11021_P,tissue,"heart, embryo E16",CAGE,plus,none,mouse,fantom5
CNhs11025_M,tissue,"heart, embryo E17",CAGE,minus,none,mouse,fantom5
CNhs11025_P,tissue,"heart, embryo E17",CAGE,plus,none,mouse,fantom5
CNhs11030_M,tissue,"heart, embryo E18",CAGE,minus,none,mouse,fantom5
CNhs11030_P,tissue,"heart, embryo E18",CAGE,plus,none,mouse,fantom5
CNhs11213_M,tissue,"heart, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11213_P,tissue,"heart, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs11221_M,tissue,"heart, neonate N03",CAGE,minus,none,mouse,fantom5
CNhs11221_P,tissue,"heart, neonate N03",CAGE,plus,none,mouse,fantom5
CNhs11118_M,tissue,"heart, neonate N10",CAGE,minus,none,mouse,fantom5
CNhs11118_P,tissue,"heart, neonate N10",CAGE,plus,none,mouse,fantom5
CNhs11209_M,tissue,"heart, neonate N16",CAGE,minus,none,mouse,fantom5
CNhs11209_P,tissue,"heart, neonate N16",CAGE,plus,none,mouse,fantom5
CNhs11127_M,tissue,"heart, neonate N20",CAGE,minus,none,mouse,fantom5
CNhs11127_P,tissue,"heart, neonate N20",CAGE,plus,none,mouse,fantom5
CNhs11196_M,tissue,"heart, neonate N25",CAGE,minus,none,mouse,fantom5
CNhs11196_P,tissue,"heart, neonate N25",CAGE,plus,none,mouse,fantom5
CNhs11202_M,tissue,"heart, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11202_P,tissue,"heart, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs10478_M,tissue,"hippocampus, adult",CAGE,minus,none,mouse,fantom5
CNhs10478_P,tissue,"hippocampus, adult",CAGE,plus,none,mouse,fantom5
CNhs11228_M,tissue,"hippocampus, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11228_P,tissue,"hippocampus, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs10506_M,tissue,"intestinal mucosa, adult",CAGE,minus,none,mouse,fantom5
CNhs10506_P,tissue,"intestinal mucosa, adult",CAGE,plus,none,mouse,fantom5
CNhs10496_M,tissue,"intestine, adult",CAGE,minus,none,mouse,fantom5
CNhs10496_P,tissue,"intestine, adult",CAGE,plus,none,mouse,fantom5
CNhs11019_M,tissue,"intestine, embryo E12",CAGE,minus,none,mouse,fantom5
CNhs11019_P,tissue,"intestine, embryo E12",CAGE,plus,none,mouse,fantom5
CNhs11010_M,tissue,"intestine, embryo E13",CAGE,minus,none,mouse,fantom5
CNhs11010_P,tissue,"intestine, embryo E13",CAGE,plus,none,mouse,fantom5
CNhs10602_M,tissue,"intestine, embryo E15",CAGE,minus,none,mouse,fantom5
CNhs10602_P,tissue,"intestine, embryo E15",CAGE,plus,none,mouse,fantom5
CNhs10585_M,tissue,"intestine, embryo E16",CAGE,minus,none,mouse,fantom5
CNhs10585_P,tissue,"intestine, embryo E16",CAGE,plus,none,mouse,fantom5
CNhs10582_M,tissue,"intestine, embryo E17",CAGE,minus,none,mouse,fantom5
CNhs10582_P,tissue,"intestine, embryo E17",CAGE,plus,none,mouse,fantom5
CNhs10526_M,tissue,"intestine, embryo E18",CAGE,minus,none,mouse,fantom5
CNhs10526_P,tissue,"intestine, embryo E18",CAGE,plus,none,mouse,fantom5
CNhs11126_M,tissue,"intestine, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11126_P,tissue,"intestine, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs11192_M,tissue,"intestine, neonate N01",CAGE,minus,none,mouse,fantom5
CNhs11192_P,tissue,"intestine, neonate N01",CAGE,plus,none,mouse,fantom5
CNhs11102_M,tissue,"intestine, neonate N06",CAGE,minus,none,mouse,fantom5
CNhs11102_P,tissue,"intestine, neonate N06",CAGE,plus,none,mouse,fantom5
CNhs11095_M,tissue,"intestine, neonate N07",CAGE,minus,none,mouse,fantom5
CNhs11095_P,tissue,"intestine, neonate N07",CAGE,plus,none,mouse,fantom5
CNhs11098_M,tissue,"intestine, neonate N10",CAGE,minus,none,mouse,fantom5
CNhs11098_P,tissue,"intestine, neonate N10",CAGE,plus,none,mouse,fantom5
CNhs11187_M,tissue,"intestine, neonate N20",CAGE,minus,none,mouse,fantom5
CNhs11187_P,tissue,"intestine, neonate N20",CAGE,plus,none,mouse,fantom5
CNhs11121_M,tissue,"intestine, neonate N25",CAGE,minus,none,mouse,fantom5
CNhs11121_P,tissue,"intestine, neonate N25",CAGE,plus,none,mouse,fantom5
CNhs11131_M,tissue,"intestine, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11131_P,tissue,"intestine, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs10606_M,tissue,"kidney, embryo E14",CAGE,minus,none,mouse,fantom5
CNhs10606_P,tissue,"kidney, embryo E14",CAGE,plus,none,mouse,fantom5
CNhs10997_M,tissue,"kidney, embryo E15",CAGE,minus,none,mouse,fantom5
CNhs10997_P,tissue,"kidney, embryo E15",CAGE,plus,none,mouse,fantom5
CNhs10584_M,tissue,"kidney, embryo E16",CAGE,minus,none,mouse,fantom5
CNhs10584_P,tissue,"kidney, embryo E16",CAGE,plus,none,mouse,fantom5
CNhs11028_M,tissue,"kidney, embryo E17",CAGE,minus,none,mouse,fantom5
CNhs11028_P,tissue,"kidney, embryo E17",CAGE,plus,none,mouse,fantom5
CNhs11001_M,tissue,"kidney, embryo E18",CAGE,minus,none,mouse,fantom5
CNhs11001_P,tissue,"kidney, embryo E18",CAGE,plus,none,mouse,fantom5
CNhs11214_M,tissue,"kidney, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11214_P,tissue,"kidney, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs11206_M,tissue,"kidney, neonate N10",CAGE,minus,none,mouse,fantom5
CNhs11206_P,tissue,"kidney, neonate N10",CAGE,plus,none,mouse,fantom5
CNhs11113_M,tissue,"kidney, neonate N20",CAGE,minus,none,mouse,fantom5
CNhs11113_P,tissue,"kidney, neonate N20",CAGE,plus,none,mouse,fantom5
CNhs11122_M,tissue,"kidney, neonate N25",CAGE,minus,none,mouse,fantom5
CNhs11122_P,tissue,"kidney, neonate N25",CAGE,plus,none,mouse,fantom5
CNhs11203_M,tissue,"kidney, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11203_P,tissue,"kidney, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs10466_M,tissue,"liver, adult pregnant day01",CAGE,minus,none,mouse,fantom5
CNhs10466_P,tissue,"liver, adult pregnant day01",CAGE,plus,none,mouse,fantom5
CNhs10601_M,tissue,"liver, embryo E12",CAGE,minus,none,mouse,fantom5
CNhs10601_P,tissue,"liver, embryo E12",CAGE,plus,none,mouse,fantom5
CNhs10524_M,tissue,"liver, embryo E13",CAGE,minus,none,mouse,fantom5
CNhs10524_P,tissue,"liver, embryo E13",CAGE,plus,none,mouse,fantom5
CNhs10594_M,tissue,"liver, embryo E14",CAGE,minus,none,mouse,fantom5
CNhs10594_P,tissue,"liver, embryo E14",CAGE,plus,none,mouse,fantom5
CNhs10520_M,tissue,"liver, embryo E15",CAGE,minus,none,mouse,fantom5
CNhs10520_P,tissue,"liver, embryo E15",CAGE,plus,none,mouse,fantom5
CNhs10523_M,tissue,"liver, embryo E16",CAGE,minus,none,mouse,fantom5
CNhs10523_P,tissue,"liver, embryo E16",CAGE,plus,none,mouse,fantom5
CNhs10510_M,tissue,"liver, embryo E17",CAGE,minus,none,mouse,fantom5
CNhs10510_P,tissue,"liver, embryo E17",CAGE,plus,none,mouse,fantom5
CNhs10579_M,tissue,"liver, embryo E18",CAGE,minus,none,mouse,fantom5
CNhs10579_P,tissue,"liver, embryo E18",CAGE,plus,none,mouse,fantom5
CNhs11117_M,tissue,"liver, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11117_P,tissue,"liver, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs11123_M,tissue,"liver, neonate N03",CAGE,minus,none,mouse,fantom5
CNhs11123_P,tissue,"liver, neonate N03",CAGE,plus,none,mouse,fantom5
CNhs11101_M,tissue,"liver, neonate N06",CAGE,minus,none,mouse,fantom5
CNhs11101_P,tissue,"liver, neonate N06",CAGE,plus,none,mouse,fantom5
CNhs11103_M,tissue,"liver, neonate N07",CAGE,minus,none,mouse,fantom5
CNhs11103_P,tissue,"liver, neonate N07",CAGE,plus,none,mouse,fantom5
CNhs11115_M,tissue,"liver, neonate N10",CAGE,minus,none,mouse,fantom5
CNhs11115_P,tissue,"liver, neonate N10",CAGE,plus,none,mouse,fantom5
CNhs11220_M,tissue,"liver, neonate N20",CAGE,minus,none,mouse,fantom5
CNhs11220_P,tissue,"liver, neonate N20",CAGE,plus,none,mouse,fantom5
CNhs11198_M,tissue,"liver, neonate N25",CAGE,minus,none,mouse,fantom5
CNhs11198_P,tissue,"liver, neonate N25",CAGE,plus,none,mouse,fantom5
CNhs11106_M,tissue,"liver, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11106_P,tissue,"liver, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs10474_M,tissue,"lung, adult",CAGE,minus,none,mouse,fantom5
CNhs10474_P,tissue,"lung, adult",CAGE,plus,none,mouse,fantom5
CNhs10522_M,tissue,"lung, embryo E12",CAGE,minus,none,mouse,fantom5
CNhs10522_P,tissue,"lung, embryo E12",CAGE,plus,none,mouse,fantom5
CNhs10604_M,tissue,"lung, embryo E14",CAGE,minus,none,mouse,fantom5
CNhs10604_P,tissue,"lung, embryo E14",CAGE,plus,none,mouse,fantom5
CNhs11020_M,tissue,"lung, embryo E15",CAGE,minus,none,mouse,fantom5
CNhs11020_P,tissue,"lung, embryo E15",CAGE,plus,none,mouse,fantom5
CNhs10998_M,tissue,"lung, embryo E16",CAGE,minus,none,mouse,fantom5
CNhs10998_P,tissue,"lung, embryo E16",CAGE,plus,none,mouse,fantom5
CNhs10605_M,tissue,"lung, embryo E17",CAGE,minus,none,mouse,fantom5
CNhs10605_P,tissue,"lung, embryo E17",CAGE,plus,none,mouse,fantom5
CNhs10583_M,tissue,"lung, embryo E18",CAGE,minus,none,mouse,fantom5
CNhs10583_P,tissue,"lung, embryo E18",CAGE,plus,none,mouse,fantom5
CNhs11224_M,tissue,"lung, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11224_P,tissue,"lung, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs11212_M,tissue,"lung, neonate N06",CAGE,minus,none,mouse,fantom5
CNhs11212_P,tissue,"lung, neonate N06",CAGE,plus,none,mouse,fantom5
CNhs11111_M,tissue,"lung, neonate N07",CAGE,minus,none,mouse,fantom5
CNhs11111_P,tissue,"lung, neonate N07",CAGE,plus,none,mouse,fantom5
CNhs11219_M,tissue,"lung, neonate N10",CAGE,minus,none,mouse,fantom5
CNhs11219_P,tissue,"lung, neonate N10",CAGE,plus,none,mouse,fantom5
CNhs11109_M,tissue,"lung, neonate N20",CAGE,minus,none,mouse,fantom5
CNhs11109_P,tissue,"lung, neonate N20",CAGE,plus,none,mouse,fantom5
CNhs11119_M,tissue,"lung, neonate N25",CAGE,minus,none,mouse,fantom5
CNhs11119_P,tissue,"lung, neonate N25",CAGE,plus,none,mouse,fantom5
CNhs11133_M,tissue,"lung, neonate N30",CAGE,minus,none,mouse,fantom5
CNhs11133_P,tissue,"lung, neonate N30",CAGE,plus,none,mouse,fantom5
CNhs10480_M,tissue,"mammary gland, adult lactating day02",CAGE,minus,none,mouse,fantom5
CNhs10480_P,tissue,"mammary gland, adult lactating day02",CAGE,plus,none,mouse,fantom5
CNhs10476_M,tissue,"mammary gland, adult pregnant day19",CAGE,minus,none,mouse,fantom5
CNhs10476_P,tissue,"mammary gland, adult pregnant day19",CAGE,plus,none,mouse,fantom5
CNhs10477_M,tissue,"medulla oblongata, adult",CAGE,minus,none,mouse,fantom5
CNhs10477_P,tissue,"medulla oblongata, adult",CAGE,plus,none,mouse,fantom5
