file_id,biosample_type,tissue,assay,strand,experiment_target,specie,dataset
ENCSR000COO_P,cell line,AG04450,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000EIV,cell line,AG08395,DNase-seq,,none,human,encode_v3
ENCSR000EIW,cell line,AG08396,DNase-seq,,none,human,encode_v3
ENCSR000ELZ,cell line,AG09309,DNase-seq,,none,human,encode_v3
ENCSR000DPR,cell line,AG09309,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DPP,cell line,AG09309,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000EMA,cell line,AG09319,DNase-seq,,none,human,encode_v3
ENCSR000DPU,cell line,AG09319,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DPS,cell line,AG09319,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000EMB,cell line,AG10803,DNase-seq,,none,human,encode_v3
ENCSR000DPX,cell line,AG10803,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DPV,cell line,AG10803,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000EIX,cell line,AG20443,DNase-seq,,none,human,encode_v3
ENCSR000EMD,cell line,BE2C,DNase-seq,,none,human,encode_v3
ENCSR000DQB,cell line,BE2C,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DQD,cell line,BE2C,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000BYK,cell line,BE2C,polyA plus RNA-seq,,none,human,encode_v3
ENCSR000EME,cell line,BJ,DNase-seq,,none,human,encode_v3
ENCSR000DQG,cell line,BJ,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR000DQF,cell line,BJ,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR000DQH,cell line,BJ,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DQI,cell line,BJ,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000COP_M,cell line,BJ,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000COP_P,cell line,BJ,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR279KIX,cell line,C4-2B,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR460LGH,cell line,C4-2B,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR027UFT,cell line,C4-2B,TF ChIP-seq,,ZFX,human,encode_v3
ENCSR000EMN,cell line,CMK,DNase-seq,,none,human,encode_v3
ENCSR000EKI,cell line,CWRU1,DNase-seq,,none,human,encode_v3
ENCSR000DQL,cell line,Caco-2,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR000DQK,cell line,Caco-2,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR000DQM,cell line,Caco-2,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DQN,cell line,Caco-2,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR469WPG_M,cell line,Caco-2,total RNA-seq,minus,none,human,encode_v3
ENCSR469WPG_P,cell line,Caco-2,total RNA-seq,plus,none,human,encode_v3
ENCSR515EWI,cell line,Caki2,DNase-seq,,none,human,encode_v3
ENCSR897JEH_M,cell line,Calu3,total RNA-seq,minus,none,human,encode_v3
ENCSR897JEH_P,cell line,Calu3,total RNA-seq,plus,none,human,encode_v3
ENCSR000ELA,cell line,D721Med,DNase-seq,,none,human,encode_v3
ENCSR000DMY,cell line,D721Med,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000AQV,cell line,DND-41,Histone ChIP-seq,,H2AFZ,human,encode_v3
ENCSR000AQW,cell line,DND-41,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR000ASX,cell line,DND-41,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR000AQX,cell line,DND-41,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR000AQY,cell line,DND-41,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR000ARA,cell line,DND-41,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR564VIX,cell line,DND-41,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000ARB,cell line,DND-41,Histone ChIP-seq,,H3K79me2,human,encode_v3
ENCSR000ARY,cell line,DND-41,Histone ChIP-seq,,H3K9ac,human,encode_v3
ENCSR000ARZ,cell line,DND-41,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR000ARC,cell line,DND-41,Histone ChIP-seq,,H4K20me1,human,encode_v3
ENCSR859FGW,cell line,DOHH2,Histone ChIP-seq,,H2AFZ,human,encode_v3
ENCSR966HBM,cell line,DOHH2,Histone ChIP-seq,,H3F3A,human,encode_v3
ENCSR741STU,cell line,DOHH2,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR350RYG,cell line,DOHH2,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR784AQY,cell line,DOHH2,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR460SEN,cell line,DOHH2,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR992YSL,cell line,DOHH2,Histone ChIP-seq,,H3K4me2,human,encode_v3
ENCSR052WRV,cell line,DOHH2,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR623GZY,cell line,DOHH2,Histone ChIP-seq,,H3K79me2,human,encode_v3
ENCSR463DSJ,cell line,DOHH2,Histone ChIP-seq,,H3K9me2,human,encode_v3
ENCSR627TNG,cell line,DOHH2,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR279JHU,cell line,DOHH2,Histone ChIP-seq,,H4K20me1,human,encode_v3
ENCSR084RDK,cell line,DOHH2,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR562NOP,cell line,DOHH2,TF ChIP-seq,,EZH2phosphoT487,human,encode_v3
ENCSR346IHH,cell line,Daoy,DNase-seq,,none,human,encode_v3
ENCSR254JJM_M,cell line,Daoy,total RNA-seq,minus,none,human,encode_v3
ENCSR254JJM_P,cell line,Daoy,total RNA-seq,plus,none,human,encode_v3
ENCSR548MMD,cell line,EH,DNase-seq,,none,human,encode_v3
ENCSR691MQJ,cell line,EL,DNase-seq,,none,human,encode_v3
ENCSR678ILN,cell line,ELF-1,DNase-seq,,none,human,encode_v3
ENCSR240TPI,cell line,ELR,DNase-seq,,none,human,encode_v3
ENCSR844DRI,cell line,ES-I3,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR730FLZ,cell line,ES-I3,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR097ORD,cell line,ES-I3,Histone ChIP-seq,,H3K9ac,human,encode_v3
ENCSR895IWH,cell line,ES-I3,Histone ChIP-seq,,H3K9me3,human,encode_v3
ENCSR269SIA,cell line,G401,DNase-seq,,none,human,encode_v3
ENCSR653DFZ_M,cell line,G401,total RNA-seq,minus,none,human,encode_v3
ENCSR653DFZ_P,cell line,G401,total RNA-seq,plus,none,human,encode_v3
ENCSR000EIS,cell line,GM03348,DNase-seq,,none,human,encode_v3
ENCSR000EIT,cell line,GM03348,DNase-seq,,none,human,encode_v3
ENCSR000DQU,cell line,GM06990,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR000DQT,cell line,GM06990,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR000DQV,cell line,GM06990,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DQW,cell line,GM06990,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000FCL,cell line,GM08714,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000EUI,cell line,GM08714,TF ChIP-seq,,ZNF274,human,encode_v3
ENCSR000EJB,cell line,GM10248,DNase-seq,,none,human,encode_v3
ENCSR000DKP,cell line,GM10248,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DKR,cell line,GM10266,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000EMR,cell line,GM12864,DNase-seq,,none,human,encode_v3
ENCSR000DQZ,cell line,GM12864,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DRB,cell line,GM12864,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DRC,cell line,GM12865,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DRE,cell line,GM12865,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DRP,cell line,GM12873,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DRR,cell line,GM12874,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DRS,cell line,GM12875,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000EJD,cell line,GM12878,DNase-seq,,none,human,encode_v3
ENCSR000AOV,cell line,GM12878,Histone ChIP-seq,,H2AFZ,human,encode_v3
ENCSR000AKC,cell line,GM12878,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR000AKD,cell line,GM12878,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR000DRX,cell line,GM12878,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR000DRW,cell line,GM12878,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR000AKF,cell line,GM12878,Histone ChIP-seq,,H3K4me1,human,encode_v3
ENCSR000AKG,cell line,GM12878,Histone ChIP-seq,,H3K4me2,human,encode_v3
ENCSR000AKA,cell line,GM12878,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000DRY,cell line,GM12878,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR057BWO,cell line,GM12878,Histone ChIP-seq,,H3K4me3,human,encode_v3
ENCSR000AOW,cell line,GM12878,Histone ChIP-seq,,H3K79me2,human,encode_v3
ENCSR000AKH,cell line,GM12878,Histone ChIP-seq,,H3K9ac,human,encode_v3
ENCSR000AKI,cell line,GM12878,Histone ChIP-seq,,H4K20me1,human,encode_v3
ENCSR778UBR,cell line,GM12878,TF ChIP-seq,,ARID3A,human,encode_v3
ENCSR590KEQ,cell line,GM12878,TF ChIP-seq,,ARNT,human,encode_v3
ENCSR849WCQ,cell line,GM12878,TF ChIP-seq,,ASH2L,human,encode_v3
ENCSR000BQK,cell line,GM12878,TF ChIP-seq,,ATF2,human,encode_v3
ENCSR961PPA,cell line,GM12878,TF ChIP-seq,,ATF2,human,encode_v3
ENCSR014YCR,cell line,GM12878,TF ChIP-seq,,ATF7,human,encode_v3
ENCSR636MKU,cell line,GM12878,TF ChIP-seq,,BACH1,human,encode_v3
ENCSR000BGT,cell line,GM12878,TF ChIP-seq,,BATF,human,encode_v3
ENCSR000BHA,cell line,GM12878,TF ChIP-seq,,BCL11A,human,encode_v3
ENCSR000BNQ,cell line,GM12878,TF ChIP-seq,,BCL3,human,encode_v3
ENCSR000BJZ,cell line,GM12878,TF ChIP-seq,,BCLAF1,human,encode_v3
ENCSR342THD,cell line,GM12878,TF ChIP-seq,,BCLAF1,human,encode_v3
ENCSR000DZJ,cell line,GM12878,TF ChIP-seq,,BHLHE40,human,encode_v3
ENCSR987MTA,cell line,GM12878,TF ChIP-seq,,BHLHE40,human,encode_v3
ENCSR469WII,cell line,GM12878,TF ChIP-seq,,BMI1,human,encode_v3
ENCSR000DZS,cell line,GM12878,TF ChIP-seq,,BRCA1,human,encode_v3
ENCSR860UHK,cell line,GM12878,TF ChIP-seq,,CBFB,human,encode_v3
ENCSR549NPZ,cell line,GM12878,TF ChIP-seq,,CBX3,human,encode_v3
ENCSR372GIN,cell line,GM12878,TF ChIP-seq,,CBX5,human,encode_v3
ENCSR681NOM,cell line,GM12878,TF ChIP-seq,,CEBPB,human,encode_v3
ENCSR347NOB,cell line,GM12878,TF ChIP-seq,,CEBPZ,human,encode_v3
ENCSR000DZE,cell line,GM12878,TF ChIP-seq,,CHD1,human,encode_v3
ENCSR751CJG,cell line,GM12878,TF ChIP-seq,,CHD4,human,encode_v3
ENCSR839XZU,cell line,GM12878,TF ChIP-seq,,CREM,human,encode_v3
ENCSR000AKB,cell line,GM12878,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DZN,cell line,GM12878,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DYR,cell line,GM12878,TF ChIP-seq,,CUX1,human,encode_v3
ENCSR509FWH,cell line,GM12878,TF ChIP-seq,,DPF2,human,encode_v3
ENCSR000DYY,cell line,GM12878,TF ChIP-seq,,E2F4,human,encode_v3
ENCSR793HVL,cell line,GM12878,TF ChIP-seq,,E2F8,human,encode_v3
ENCSR439WAF,cell line,GM12878,TF ChIP-seq,,E4F1,human,encode_v3
ENCSR000BGU,cell line,GM12878,TF ChIP-seq,,EBF1,human,encode_v3
ENCSR000DZQ,cell line,GM12878,TF ChIP-seq,,EBF1,human,encode_v3
ENCSR199WXF,cell line,GM12878,TF ChIP-seq,,EED,human,encode_v3
ENCSR000BRG,cell line,GM12878,TF ChIP-seq,,EGR1,human,encode_v3
ENCSR841NDX,cell line,GM12878,TF ChIP-seq,,ELF1,human,encode_v3
ENCSR000DZB,cell line,GM12878,TF ChIP-seq,,ELK1,human,encode_v3
ENCSR000BHB,cell line,GM12878,TF ChIP-seq,,EP300,human,encode_v3
ENCSR000DZD,cell line,GM12878,TF ChIP-seq,,EP300,human,encode_v3
ENCSR000DZG,cell line,GM12878,TF ChIP-seq,,EP300,human,encode_v3
ENCSR000DYQ,cell line,GM12878,TF ChIP-seq,,ESRRA,human,encode_v3
ENCSR000BKA,cell line,GM12878,TF ChIP-seq,,ETS1,human,encode_v3
ENCSR597VGC,cell line,GM12878,TF ChIP-seq,,ETV6,human,encode_v3
ENCSR626VUC,cell line,GM12878,TF ChIP-seq,,ETV6,human,encode_v3
ENCSR000ARD,cell line,GM12878,TF ChIP-seq,,EZH2,human,encode_v3
ENCSR861JUQ,cell line,GM12878,TF ChIP-seq,,FOXK2,human,encode_v3
ENCSR331HPA,cell line,GM12878,TF ChIP-seq,,GABPA,human,encode_v3
ENCSR828NCB,cell line,GM12878,TF ChIP-seq,,GATAD2B,human,encode_v3
ENCSR514VAY,cell line,GM12878,TF ChIP-seq,,HCFC1,human,encode_v3
ENCSR330OEO,cell line,GM12878,TF ChIP-seq,,HDAC2,human,encode_v3
ENCSR933EYC,cell line,GM12878,TF ChIP-seq,,HDAC6,human,encode_v3
ENCSR145XQO,cell line,GM12878,TF ChIP-seq,,HDGF,human,encode_v3
ENCSR009MBP,cell line,GM12878,TF ChIP-seq,,HSF1,human,encode_v3
ENCSR000EUJ,cell line,GM12878,TF ChIP-seq,,IKZF1,human,encode_v3
ENCSR441VHN,cell line,GM12878,TF ChIP-seq,,IKZF1,human,encode_v3
ENCSR874AFU,cell line,GM12878,TF ChIP-seq,,IKZF1,human,encode_v3
ENCSR680UQE,cell line,GM12878,TF ChIP-seq,,IKZF2,human,encode_v3
ENCSR822AHX,cell line,GM12878,TF ChIP-seq,,IKZF2,human,encode_v3
ENCSR000DZX,cell line,GM12878,TF ChIP-seq,,IRF3,human,encode_v3
ENCSR408JQO,cell line,GM12878,TF ChIP-seq,,IRF3,human,encode_v3
ENCSR000BGY,cell line,GM12878,TF ChIP-seq,,IRF4,human,encode_v3
ENCSR976TBC,cell line,GM12878,TF ChIP-seq,,IRF5,human,encode_v3
ENCSR897MMC,cell line,GM12878,TF ChIP-seq,,JUNB,human,encode_v3
ENCSR000DYS,cell line,GM12878,TF ChIP-seq,,JUND,human,encode_v3
ENCSR000DNO,cell line,GM12878,TF ChIP-seq,,KAT2A,human,encode_v3
ENCSR391IWM,cell line,GM12878,TF ChIP-seq,,KDM1A,human,encode_v3
ENCSR974OFJ,cell line,GM12878,TF ChIP-seq,,KLF5,human,encode_v3
ENCSR000DYV,cell line,GM12878,TF ChIP-seq,,MAFK,human,encode_v3
ENCSR000DZF,cell line,GM12878,TF ChIP-seq,,MAX,human,encode_v3
ENCSR000DZA,cell line,GM12878,TF ChIP-seq,,MAZ,human,encode_v3
ENCSR000BKB,cell line,GM12878,TF ChIP-seq,,MEF2A,human,encode_v3
ENCSR177VFS,cell line,GM12878,TF ChIP-seq,,MEF2B,human,encode_v3
ENCSR000BNG,cell line,GM12878,TF ChIP-seq,,MEF2C,human,encode_v3
ENCSR552XSN,cell line,GM12878,TF ChIP-seq,,MLLT1,human,encode_v3
ENCSR293QAR,cell line,GM12878,TF ChIP-seq,,MTA2,human,encode_v3
ENCSR000BRH,cell line,GM12878,TF ChIP-seq,,MTA3,human,encode_v3
ENCSR000DZI,cell line,GM12878,TF ChIP-seq,,MXI1,human,encode_v3
ENCSR819ATC,cell line,GM12878,TF ChIP-seq,,MYB,human,encode_v3
ENCSR278SQL,cell line,GM12878,TF ChIP-seq,,NBN,human,encode_v3
ENCSR000BQL,cell line,GM12878,TF ChIP-seq,,NFATC1,human,encode_v3
ENCSR437GBJ,cell line,GM12878,TF ChIP-seq,,NFATC3,human,encode_v3
ENCSR000DZY,cell line,GM12878,TF ChIP-seq,,NFE2,human,encode_v3
ENCSR000BRN,cell line,GM12878,TF ChIP-seq,,NFIC,human,encode_v3
ENCSR746XEG,cell line,GM12878,TF ChIP-seq,,NFXL1,human,encode_v3
ENCSR000DNN,cell line,GM12878,TF ChIP-seq,,NFYA,human,encode_v3
ENCSR000DNM,cell line,GM12878,TF ChIP-seq,,NFYB,human,encode_v3
ENCSR732PJX,cell line,GM12878,TF ChIP-seq,,NKRF,human,encode_v3
ENCSR784VIQ,cell line,GM12878,TF ChIP-seq,,NR2C1,human,encode_v3
ENCSR000EUL,cell line,GM12878,TF ChIP-seq,,NR2C2,human,encode_v3
ENCSR514VYD,cell line,GM12878,TF ChIP-seq,,NR2F1,human,encode_v3
ENCSR000DZO,cell line,GM12878,TF ChIP-seq,,NRF1,human,encode_v3
ENCSR000BHD,cell line,GM12878,TF ChIP-seq,,PAX5,human,encode_v3
ENCSR000BHJ,cell line,GM12878,TF ChIP-seq,,PAX5,human,encode_v3
ENCSR192AFN,cell line,GM12878,TF ChIP-seq,,PAX8,human,encode_v3
ENCSR000BGR,cell line,GM12878,TF ChIP-seq,,PBX3,human,encode_v3
ENCSR711XNY,cell line,GM12878,TF ChIP-seq,,PKNOX1,human,encode_v3
ENCSR000BGD,cell line,GM12878,TF ChIP-seq,,POLR2A,human,encode_v3
ENCSR000DZK,cell line,GM12878,TF ChIP-seq,,POLR2AphosphoS2,human,encode_v3
ENCSR000BIF,cell line,GM12878,TF ChIP-seq,,POLR2AphosphoS5,human,encode_v3
ENCSR000BMY,cell line,GM12878,TF ChIP-seq,,RAD21,human,encode_v3
ENCSR482TWQ,cell line,GM12878,TF ChIP-seq,,RAD51,human,encode_v3
ENCSR785OKZ,cell line,GM12878,TF ChIP-seq,,RB1,human,encode_v3
ENCSR330EXS,cell line,GM12878,TF ChIP-seq,,RBBP5,human,encode_v3
ENCSR000DZC,cell line,GM12878,TF ChIP-seq,,RCOR1,human,encode_v3
ENCSR387QUV,cell line,GM12878,TF ChIP-seq,,RELB,human,encode_v3
ENCSR000BGF,cell line,GM12878,TF ChIP-seq,,REST,human,encode_v3
ENCSR000BQS,cell line,GM12878,TF ChIP-seq,,REST,human,encode_v3
ENCSR000DZW,cell line,GM12878,TF ChIP-seq,,RFX5,human,encode_v3
ENCSR000BRI,cell line,GM12878,TF ChIP-seq,,RUNX3,human,encode_v3
ENCSR000BJD,cell line,GM12878,TF ChIP-seq,,RXRA,human,encode_v3
ENCSR000DYX,cell line,GM12878,TF ChIP-seq,,SIN3A,human,encode_v3
ENCSR000BJE,cell line,GM12878,TF ChIP-seq,,SIX5,human,encode_v3
ENCSR212YKD,cell line,GM12878,TF ChIP-seq,,SKIL,human,encode_v3
ENCSR813DCK,cell line,GM12878,TF ChIP-seq,,SMAD1,human,encode_v3
ENCSR251OVJ,cell line,GM12878,TF ChIP-seq,,SMAD5,human,encode_v3
ENCSR706YUH,cell line,GM12878,TF ChIP-seq,,SMARCA5,human,encode_v3
ENCSR000DZP,cell line,GM12878,TF ChIP-seq,,SMC3,human,encode_v3
ENCSR000BGE,cell line,GM12878,TF ChIP-seq,,SRF,human,encode_v3
ENCSR000BMI,cell line,GM12878,TF ChIP-seq,,SRF,human,encode_v3
ENCSR041XML,cell line,GM12878,TF ChIP-seq,,SRF,human,encode_v3
ENCSR332EYT,cell line,GM12878,TF ChIP-seq,,STAT1,human,encode_v3
ENCSR000DZV,cell line,GM12878,TF ChIP-seq,,STAT3,human,encode_v3
ENCSR000BQZ,cell line,GM12878,TF ChIP-seq,,STAT5A,human,encode_v3
ENCSR000DNP,cell line,GM12878,TF ChIP-seq,,SUPT20H,human,encode_v3
ENCSR091BOQ,cell line,GM12878,TF ChIP-seq,,SUZ12,human,encode_v3
ENCSR000BGS,cell line,GM12878,TF ChIP-seq,,TAF1,human,encode_v3
ENCSR000DYZ,cell line,GM12878,TF ChIP-seq,,TBL1XR1,human,encode_v3
ENCSR000DZZ,cell line,GM12878,TF ChIP-seq,,TBP,human,encode_v3
ENCSR739IHN,cell line,GM12878,TF ChIP-seq,,TBX21,human,encode_v3
ENCSR000BGZ,cell line,GM12878,TF ChIP-seq,,TCF12,human,encode_v3
ENCSR725VFL,cell line,GM12878,TF ChIP-seq,,TCF12,human,encode_v3
ENCSR501DKS,cell line,GM12878,TF ChIP-seq,,TCF7,human,encode_v3
ENCSR637QAM,cell line,GM12878,TF ChIP-seq,,TRIM22,human,encode_v3
ENCSR835XKS,cell line,GM12878,TF ChIP-seq,,TRIM22,human,encode_v3
ENCSR459FTB,cell line,GM12878,TF ChIP-seq,,UBTF,human,encode_v3
ENCSR000BGI,cell line,GM12878,TF ChIP-seq,,USF1,human,encode_v3
ENCSR000DZU,cell line,GM12878,TF ChIP-seq,,USF2,human,encode_v3
ENCSR000EAA,cell line,GM12878,TF ChIP-seq,,WRNIP1,human,encode_v3
ENCSR205SKQ,cell line,GM12878,TF ChIP-seq,,YBX1,human,encode_v3
ENCSR000BNP,cell line,GM12878,TF ChIP-seq,,YY1,human,encode_v3
ENCSR000EUM,cell line,GM12878,TF ChIP-seq,,YY1,human,encode_v3
ENCSR207PFI,cell line,GM12878,TF ChIP-seq,,ZBED1,human,encode_v3
ENCSR000BHC,cell line,GM12878,TF ChIP-seq,,ZBTB33,human,encode_v3
ENCSR542FLV,cell line,GM12878,TF ChIP-seq,,ZBTB33,human,encode_v3
ENCSR189YYK,cell line,GM12878,TF ChIP-seq,,ZBTB40,human,encode_v3
ENCSR764CZW,cell line,GM12878,TF ChIP-seq,,ZNF217,human,encode_v3
ENCSR072PWP,cell line,GM12878,TF ChIP-seq,,ZNF24,human,encode_v3
ENCSR000DYP,cell line,GM12878,TF ChIP-seq,,ZNF384,human,encode_v3
ENCSR173ZVL,cell line,GM12878,TF ChIP-seq,,ZNF592,human,encode_v3
ENCSR859FDL,cell line,GM12878,TF ChIP-seq,,ZNF687,human,encode_v3
ENCSR412YGM,cell line,GM12878,TF ChIP-seq,,ZSCAN29,human,encode_v3
ENCSR000DNQ,cell line,GM12878,TF ChIP-seq,,ZZZ3,human,encode_v3
ENCSR000AED_M,cell line,GM12878,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000AED_P,cell line,GM12878,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000AEF_M,cell line,GM12878,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000AEF_P,cell line,GM12878,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000AEG,cell line,GM12878,polyA plus RNA-seq,,none,human,encode_v3
ENCSR000AEH,cell line,GM12878,polyA plus RNA-seq,,none,human,encode_v3
ENCSR000COQ_M,cell line,GM12878,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000COQ_P,cell line,GM12878,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000COR_M,cell line,GM12878,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000COR_P,cell line,GM12878,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000CPO_M,cell line,GM12878,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR000CPO_P,cell line,GM12878,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR000EYN,cell line,GM12878,polyA plus RNA-seq,,none,human,encode_v3
ENCSR077AZT,cell line,GM12878,polyA plus RNA-seq,,none,human,encode_v3
ENCSR297UBP_M,cell line,GM12878,polyA plus RNA-seq,minus,none,human,encode_v3
ENCSR297UBP_P,cell line,GM12878,polyA plus RNA-seq,plus,none,human,encode_v3
ENCSR843RJV,cell line,GM12878,polyA plus RNA-seq,,none,human,encode_v3
ENCSR889TRN,cell line,GM12878,polyA plus RNA-seq,,none,human,encode_v3
ENCSR000AEC_M,cell line,GM12878,total RNA-seq,minus,none,human,encode_v3
ENCSR000AEC_P,cell line,GM12878,total RNA-seq,plus,none,human,encode_v3
ENCSR000AEE_M,cell line,GM12878,total RNA-seq,minus,none,human,encode_v3
ENCSR000AEE_P,cell line,GM12878,total RNA-seq,plus,none,human,encode_v3
ENCSR000CVT_M,cell line,GM12878,total RNA-seq,minus,none,human,encode_v3
ENCSR000CVT_P,cell line,GM12878,total RNA-seq,plus,none,human,encode_v3
ENCSR151NGC_M,cell line,GM12878,total RNA-seq,minus,none,human,encode_v3
ENCSR151NGC_P,cell line,GM12878,total RNA-seq,plus,none,human,encode_v3
ENCSR820PHH_M,cell line,GM12878,total RNA-seq,minus,none,human,encode_v3
ENCSR820PHH_P,cell line,GM12878,total RNA-seq,plus,none,human,encode_v3
ENCSR000EJE,cell line,GM12891,DNase-seq,,none,human,encode_v3
ENCSR000BJH,cell line,GM12891,TF ChIP-seq,,PAX5,human,encode_v3
ENCSR000BIK,cell line,GM12891,TF ChIP-seq,,POLR2A,human,encode_v3
ENCSR000BIL,cell line,GM12891,TF ChIP-seq,,POLR2AphosphoS5,human,encode_v3
ENCSR000BII,cell line,GM12891,TF ChIP-seq,,POU2F2,human,encode_v3
ENCSR000BIJ,cell line,GM12891,TF ChIP-seq,,SPI1,human,encode_v3
ENCSR000BIM,cell line,GM12891,TF ChIP-seq,,TAF1,human,encode_v3
ENCSR000BKJ,cell line,GM12891,TF ChIP-seq,,YY1,human,encode_v3
ENCSR000CWK,cell line,GM12891,polyA plus RNA-seq,,none,human,encode_v3
ENCSR000EJF,cell line,GM12892,DNase-seq,,none,human,encode_v3
ENCSR000BHZ,cell line,GM12892,TF ChIP-seq,,POLR2A,human,encode_v3
ENCSR000BIA,cell line,GM12892,TF ChIP-seq,,POLR2AphosphoS5,human,encode_v3
ENCSR000BIB,cell line,GM12892,TF ChIP-seq,,TAF1,human,encode_v3
ENCSR000BLT,cell line,GM12892,TF ChIP-seq,,YY1,human,encode_v3
ENCSR000CWL,cell line,GM12892,polyA plus RNA-seq,,none,human,encode_v3
ENCSR000DKZ,cell line,GM13976,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000DLB,cell line,GM13977,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR000EJI,cell line,GM18507,DNase-seq,,none,human,encode_v3
ENCSR000EJJ,cell line,GM19238,DNase-seq,,none,human,encode_v3
ENCSR000EJK,cell line,GM19239,DNase-seq,,none,human,encode_v3
ENCSR000EJL,cell line,GM19240,DNase-seq,,none,human,encode_v3
ENCSR000DLG,cell line,GM20000,TF ChIP-seq,,CTCF,human,encode_v3
ENCSR217TAW,cell line,GM23248,DNase-seq,,none,human,encode_v3
ENCSR397TUH,cell line,GM23248,Histone ChIP-seq,,H2AFZ,human,encode_v3
ENCSR377QMP,cell line,GM23248,Histone ChIP-seq,,H3F3A,human,encode_v3
ENCSR007YOT,cell line,GM23248,Histone ChIP-seq,,H3K27ac,human,encode_v3
ENCSR866KFY,cell line,GM23248,Histone ChIP-seq,,H3K27me3,human,encode_v3
ENCSR914AWT,cell line,GM23248,Histone ChIP-seq,,H3K36me3,human,encode_v3
ENCSR906NGD,cell line,GM23248,Histone ChIP-seq,,H3K4me1,human,encode_v3
