file_id,biosample_type,tissue,assay,strand,experiment_target,species,dataset,modality_fine,modality_coarse,tissue_strict,expt_base,tissue_group
ENCSR000EWI,cell line,K562,TF ChIP-seq,,SETDB1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EWI,k562
ENCSR000BLR,cell line,K562,TF ChIP-seq,,SIN3A,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BLR,k562
ENCSR920BLG,cell line,K562,TF ChIP-seq,,SIN3A,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR920BLG,k562
ENCSR657JLK,cell line,K562,TF ChIP-seq,,SIN3B,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR657JLK,k562
ENCSR000AUB,cell line,K562,TF ChIP-seq,,SIRT6,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000AUB,k562
ENCSR000BNW,cell line,K562,TF ChIP-seq,,SIX5,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BNW,k562
ENCSR336DXE,cell line,K562,TF ChIP-seq,,SKIL,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR336DXE,k562
ENCSR038DJJ,cell line,K562,TF ChIP-seq,,SMAD1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR038DJJ,k562
ENCSR189PYJ,cell line,K562,TF ChIP-seq,,SMAD2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR189PYJ,k562
ENCSR000FCD,cell line,K562,TF ChIP-seq,,SMAD5,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000FCD,k562
ENCSR000EHO,cell line,K562,TF ChIP-seq,,SMARCA4,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EHO,k562
ENCSR587OQL,cell line,K562,TF ChIP-seq,,SMARCA4,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR587OQL,k562
ENCSR643VTW,cell line,K562,TF ChIP-seq,,SMARCA4,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR643VTW,k562
ENCSR895HSJ,cell line,K562,TF ChIP-seq,,SMARCA5,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR895HSJ,k562
ENCSR000EHN,cell line,K562,TF ChIP-seq,,SMARCB1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EHN,k562
ENCSR519WMW,cell line,K562,TF ChIP-seq,,SMARCC2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR519WMW,k562
ENCSR157TCS,cell line,K562,TF ChIP-seq,,SMARCE1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR157TCS,k562
ENCSR000EGW,cell line,K562,TF ChIP-seq,,SMC3,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EGW,k562
ENCSR788RSW,cell line,K562,TF ChIP-seq,,SOX6,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR788RSW,k562
ENCSR991ELG,cell line,K562,TF ChIP-seq,,SP1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR991ELG,k562
ENCSR815ZDS,cell line,K562,TF ChIP-seq,,SREBF1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR815ZDS,k562
ENCSR000EHJ,cell line,K562,TF ChIP-seq,,STAT1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EHJ,k562
ENCSR000FAU,cell line,K562,TF ChIP-seq,,STAT1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000FAU,k562
ENCSR000FAV,cell line,K562,TF ChIP-seq,,STAT1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000FAV,k562
ENCSR000FAT,cell line,K562,TF ChIP-seq,,STAT2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000FAT,k562
ENCSR000BRR,cell line,K562,TF ChIP-seq,,STAT5A,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BRR,k562
ENCSR000AUC,cell line,K562,TF ChIP-seq,,SUZ12,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000AUC,k562
ENCSR412CTM,cell line,K562,TF ChIP-seq,,SUZ12,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR412CTM,k562
ENCSR000BNM,cell line,K562,TF ChIP-seq,,TAF7,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BNM,k562
ENCSR671GFC,cell line,K562,TF ChIP-seq,,TAF7,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR671GFC,k562
ENCSR100UQX,cell line,K562,TF ChIP-seq,,TAF9B,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR100UQX,k562
ENCSR000EHB,cell line,K562,TF ChIP-seq,,TAL1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EHB,k562
ENCSR106FRG,cell line,K562,TF ChIP-seq,,TAL1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR106FRG,k562
ENCSR000EGA,cell line,K562,TF ChIP-seq,,TBL1XR1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EGA,k562
ENCSR000EGB,cell line,K562,TF ChIP-seq,,TBL1XR1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EGB,k562
ENCSR000EHA,cell line,K562,TF ChIP-seq,,TBP,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EHA,k562
ENCSR189TRZ,cell line,K562,TF ChIP-seq,,TCF12,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR189TRZ,k562
ENCSR744WOO,cell line,K562,TF ChIP-seq,,TCF12,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR744WOO,k562
ENCSR863KUB,cell line,K562,TF ChIP-seq,,TCF7,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR863KUB,k562
ENCSR888XZK,cell line,K562,TF ChIP-seq,,TCF7L2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR888XZK,k562
ENCSR635GTR,cell line,K562,TF ChIP-seq,,TEAD2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR635GTR,k562
ENCSR000BRK,cell line,K562,TF ChIP-seq,,TEAD4,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BRK,k562
ENCSR017GBO,cell line,K562,TF ChIP-seq,,TFDP1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR017GBO,k562
ENCSR000BNN,cell line,K562,TF ChIP-seq,,THAP1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BNN,k562
ENCSR264CZJ,cell line,K562,TF ChIP-seq,,THRA,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR264CZJ,k562
ENCSR871TKJ,cell line,K562,TF ChIP-seq,,THRAP3,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR871TKJ,k562
ENCSR907MZR,cell line,K562,TF ChIP-seq,,TRIM24,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR907MZR,k562
ENCSR957LDM,cell line,K562,TF ChIP-seq,,TRIM24,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR957LDM,k562
ENCSR213VUI,cell line,K562,TF ChIP-seq,,TRIM25,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR213VUI,k562
ENCSR664AOA,cell line,K562,TF ChIP-seq,,TRIM25,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR664AOA,k562
ENCSR000BRW,cell line,K562,TF ChIP-seq,,TRIM28,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BRW,k562
ENCSR000EVY,cell line,K562,TF ChIP-seq,,TRIM28,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EVY,k562
ENCSR474CVP,cell line,K562,TF ChIP-seq,,TRIM28,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR474CVP,k562
ENCSR154EIH,cell line,K562,TF ChIP-seq,,TRIP13,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR154EIH,k562
ENCSR787RVK,cell line,K562,TF ChIP-seq,,TSC22D4,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR787RVK,k562
ENCSR000EFW,cell line,K562,TF ChIP-seq,,UBTF,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EFW,k562
ENCSR000EFZ,cell line,K562,TF ChIP-seq,,UBTF,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EFZ,k562
ENCSR000EHG,cell line,K562,TF ChIP-seq,,USF2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EHG,k562
ENCSR359NFW,cell line,K562,TF ChIP-seq,,USF2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR359NFW,k562
ENCSR189YMA,cell line,K562,TF ChIP-seq,,VEZF1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR189YMA,k562
ENCSR000AVE,cell line,K562,TF ChIP-seq,,WHSC1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000AVE,k562
ENCSR997NGQ,cell line,K562,TF ChIP-seq,,XRCC3,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR997NGQ,k562
ENCSR506KWJ,cell line,K562,TF ChIP-seq,,XRCC5,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR506KWJ,k562
ENCSR107RHZ,cell line,K562,TF ChIP-seq,,YBX1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR107RHZ,k562
ENCSR000BMH,cell line,K562,TF ChIP-seq,,YY1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BMH,k562
ENCSR000EWF,cell line,K562,TF ChIP-seq,,YY1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EWF,k562
ENCSR286PCG,cell line,K562,TF ChIP-seq,,ZBED1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR286PCG,k562
ENCSR331GDC,cell line,K562,TF ChIP-seq,,ZBTB11,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR331GDC,k562
ENCSR706BJO,cell line,K562,TF ChIP-seq,,ZBTB11,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR706BJO,k562
ENCSR230PTV,cell line,K562,TF ChIP-seq,,ZBTB2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR230PTV,k562
ENCSR876GXA,cell line,K562,TF ChIP-seq,,ZBTB33,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR876GXA,k562
ENCSR158RYZ,cell line,K562,TF ChIP-seq,,ZBTB40,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR158RYZ,k562
ENCSR237VLT,cell line,K562,TF ChIP-seq,,ZBTB40,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR237VLT,k562
ENCSR389PWB,cell line,K562,TF ChIP-seq,,ZBTB5,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR389PWB,k562
ENCSR786OQY,cell line,K562,TF ChIP-seq,,ZBTB5,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR786OQY,k562
ENCSR000BME,cell line,K562,TF ChIP-seq,,ZBTB7A,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000BME,k562
ENCSR283ZNI,cell line,K562,TF ChIP-seq,,ZBTB8A,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR283ZNI,k562
ENCSR143CEO,cell line,K562,TF ChIP-seq,,ZC3H8,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR143CEO,k562
ENCSR494PWZ,cell line,K562,TF ChIP-seq,,ZC3H8,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR494PWZ,k562
ENCSR004GKA,cell line,K562,TF ChIP-seq,,ZEB2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR004GKA,k562
ENCSR322CFO,cell line,K562,TF ChIP-seq,,ZEB2,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR322CFO,k562
ENCSR898XMH,cell line,K562,TF ChIP-seq,,ZFP91,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR898XMH,k562
ENCSR920ASP,cell line,K562,TF ChIP-seq,,ZFX,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR920ASP,k562
ENCSR557RVF,cell line,K562,TF ChIP-seq,,ZHX1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR557RVF,k562
ENCSR882ERE,cell line,K562,TF ChIP-seq,,ZKSCAN1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR882ERE,k562
ENCSR448UKK,cell line,K562,TF ChIP-seq,,ZKSCAN8,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR448UKK,k562
ENCSR907JPB,cell line,K562,TF ChIP-seq,,ZMIZ1,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR907JPB,k562
ENCSR102KIN,cell line,K562,TF ChIP-seq,,ZMYM3,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR102KIN,k562
ENCSR713IFY,cell line,K562,TF ChIP-seq,,ZNF146,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR713IFY,k562
ENCSR018MSO,cell line,K562,TF ChIP-seq,,ZNF148,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR018MSO,k562
ENCSR011PEI,cell line,K562,TF ChIP-seq,,ZNF175,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR011PEI,k562
ENCSR546IHU,cell line,K562,TF ChIP-seq,,ZNF184,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR546IHU,k562
ENCSR621ATC,cell line,K562,TF ChIP-seq,,ZNF184,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR621ATC,k562
ENCSR580IAO,cell line,K562,TF ChIP-seq,,ZNF197,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR580IAO,k562
ENCSR099NCH,cell line,K562,TF ChIP-seq,,ZNF24,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR099NCH,k562
ENCSR117WTM,cell line,K562,TF ChIP-seq,,ZNF24,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR117WTM,k562
ENCSR385AHH,cell line,K562,TF ChIP-seq,,ZNF24,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR385AHH,k562
ENCSR695EQB,cell line,K562,TF ChIP-seq,,ZNF24,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR695EQB,k562
ENCSR000EVX,cell line,K562,TF ChIP-seq,,ZNF274,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EVX,k562
ENCSR000EWE,cell line,K562,TF ChIP-seq,,ZNF274,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EWE,k562
ENCSR370NFS,cell line,K562,TF ChIP-seq,,ZNF280A,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR370NFS,k562
ENCSR742TMU,cell line,K562,TF ChIP-seq,,ZNF282,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR742TMU,k562
ENCSR195QFV,cell line,K562,TF ChIP-seq,,ZNF3,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR195QFV,k562
ENCSR167KBO,cell line,K562,TF ChIP-seq,,ZNF316,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR167KBO,k562
ENCSR200JYP,cell line,K562,TF ChIP-seq,,ZNF316,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR200JYP,k562
ENCSR334HSW,cell line,K562,TF ChIP-seq,,ZNF318,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR334HSW,k562
ENCSR352BJL,cell line,K562,TF ChIP-seq,,ZNF318,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR352BJL,k562
ENCSR674SCQ,cell line,K562,TF ChIP-seq,,ZNF354B,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR674SCQ,k562
ENCSR000EFP,cell line,K562,TF ChIP-seq,,ZNF384,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR000EFP,k562
ENCSR462QZZ,cell line,K562,TF ChIP-seq,,ZNF395,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR462QZZ,k562
ENCSR011NOZ,cell line,K562,TF ChIP-seq,,ZNF407,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR011NOZ,k562
ENCSR439OCL,cell line,K562,TF ChIP-seq,,ZNF407,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR439OCL,k562
ENCSR598TIR,cell line,K562,TF ChIP-seq,,ZNF507,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR598TIR,k562
ENCSR591CCL,cell line,K562,TF ChIP-seq,,ZNF512,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR591CCL,k562
ENCSR149ZBI,cell line,K562,TF ChIP-seq,,ZNF584,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR149ZBI,k562
ENCSR603XLW,cell line,K562,TF ChIP-seq,,ZNF589,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR603XLW,k562
ENCSR249BHQ,cell line,K562,TF ChIP-seq,,ZNF592,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR249BHQ,k562
ENCSR497VFH,cell line,K562,TF ChIP-seq,,ZNF639,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR497VFH,k562
ENCSR845BCL,cell line,K562,TF ChIP-seq,,ZNF639,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR845BCL,k562
ENCSR949NVY,cell line,K562,TF ChIP-seq,,ZNF639,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR949NVY,k562
ENCSR729HVR,cell line,K562,TF ChIP-seq,,ZNF644,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR729HVR,k562
ENCSR532EMP,cell line,K562,TF ChIP-seq,,ZNF740,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR532EMP,k562
ENCSR737UST,cell line,K562,TF ChIP-seq,,ZNF740,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR737UST,k562
ENCSR194IJN,cell line,K562,TF ChIP-seq,,ZNF766,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR194IJN,k562
ENCSR257XVY,cell line,K562,TF ChIP-seq,,ZNF83,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR257XVY,k562
ENCSR033NQK,cell line,K562,TF ChIP-seq,,ZNF830,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR033NQK,k562
ENCSR851XLW,cell line,K562,TF ChIP-seq,,ZNF830,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR851XLW,k562
ENCSR175SZH,cell line,K562,TF ChIP-seq,,ZSCAN29,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR175SZH,k562
ENCSR635EXI,cell line,K562,TF ChIP-seq,,ZSCAN29,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR635EXI,k562
ENCSR780BBJ,cell line,K562,TF ChIP-seq,,ZZZ3,human,encode_v3,TF ChIP-seq,TFChIP,k562,ENCSR780BBJ,k562
ENCSR000AEM_M,cell line,K562,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000AEM,k562
ENCSR000AEM_P,cell line,K562,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000AEM,k562
ENCSR000AEP,cell line,K562,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000AEP,k562
ENCSR000AEQ,cell line,K562,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000AEQ,k562
ENCSR000CWG,cell line,K562,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000CWG,k562
ENCSR000CWH,cell line,K562,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000CWH,k562
ENCSR000CWI,cell line,K562,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000CWI,k562
ENCSR000CWJ,cell line,K562,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000CWJ,k562
ENCSR000EYO,cell line,K562,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR000EYO,k562
ENCSR384ZXD_M,cell line,K562,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR384ZXD,k562
ENCSR384ZXD_P,cell line,K562,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR384ZXD,k562
ENCSR530NHO_M,cell line,K562,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR530NHO,k562
ENCSR530NHO_P,cell line,K562,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR530NHO,k562
ENCSR594NJP_M,cell line,K562,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR594NJP,k562
ENCSR594NJP_P,cell line,K562,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR594NJP,k562
ENCSR596ACL_M,cell line,K562,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR596ACL,k562
ENCSR596ACL_P,cell line,K562,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR596ACL,k562
ENCSR637VLS_M,cell line,K562,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR637VLS,k562
ENCSR637VLS_P,cell line,K562,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,k562,ENCSR637VLS,k562
ENCSR000AEL_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000AEL,k562
ENCSR000AEL_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000AEL,k562
ENCSR000AEN_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000AEN,k562
ENCSR000AEN_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000AEN,k562
ENCSR000CPY_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000CPY,k562
ENCSR000CPY_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000CPY,k562
ENCSR000CPZ_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000CPZ,k562
ENCSR000CPZ_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000CPZ,k562
ENCSR000CQA_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000CQA,k562
ENCSR000CQA_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR000CQA,k562
ENCSR006EBD,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR006EBD,k562
ENCSR038WEK_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR038WEK,k562
ENCSR038WEK_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR038WEK,k562
ENCSR040YBR_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR040YBR,k562
ENCSR040YBR_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR040YBR,k562
ENCSR056HPM,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR056HPM,k562
ENCSR062FHL,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR062FHL,k562
ENCSR100JNS,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR100JNS,k562
ENCSR100VUY,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR100VUY,k562
ENCSR105NQB,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR105NQB,k562
ENCSR109IQO_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR109IQO,k562
ENCSR109IQO_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR109IQO,k562
ENCSR114LNC,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR114LNC,k562
ENCSR115PIZ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR115PIZ,k562
ENCSR124KOZ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR124KOZ,k562
ENCSR161RSX,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR161RSX,k562
ENCSR165EQJ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR165EQJ,k562
ENCSR195JRH,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR195JRH,k562
ENCSR206KFV,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR206KFV,k562
ENCSR223DWL,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR223DWL,k562
ENCSR264IXQ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR264IXQ,k562
ENCSR287DHQ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR287DHQ,k562
ENCSR303IRE,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR303IRE,k562
ENCSR325BJP,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR325BJP,k562
ENCSR340QZY,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR340QZY,k562
ENCSR369MDF,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR369MDF,k562
ENCSR379BAF,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR379BAF,k562
ENCSR451LDB,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR451LDB,k562
ENCSR492KRY,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR492KRY,k562
ENCSR518BSQ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR518BSQ,k562
ENCSR563ZWI,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR563ZWI,k562
ENCSR601DZY,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR601DZY,k562
ENCSR615EEK_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR615EEK,k562
