file_id,biosample_type,tissue,assay,strand,experiment_target,species,dataset,modality_fine,modality_coarse,tissue_strict,expt_base,tissue_group
ENCSR498PMM,primary cell,foreskin keratinocyte,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin keratinocyte,ENCSR498PMM,foreskin keratinocyte
ENCSR678WMQ,primary cell,foreskin keratinocyte,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin keratinocyte,ENCSR678WMQ,foreskin keratinocyte
ENCSR452VLO_M,primary cell,foreskin keratinocyte,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,foreskin keratinocyte,ENCSR452VLO,foreskin keratinocyte
ENCSR452VLO_P,primary cell,foreskin keratinocyte,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,foreskin keratinocyte,ENCSR452VLO,foreskin keratinocyte
ENCSR672JUF_M,primary cell,foreskin keratinocyte,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,foreskin keratinocyte,ENCSR672JUF,foreskin keratinocyte
ENCSR672JUF_P,primary cell,foreskin keratinocyte,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,foreskin keratinocyte,ENCSR672JUF,foreskin keratinocyte
ENCSR434OBM,primary cell,foreskin melanocyte,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,foreskin melanocyte,ENCSR434OBM,foreskin melanocyte
ENCSR518JGY,primary cell,foreskin melanocyte,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,foreskin melanocyte,ENCSR518JGY,foreskin melanocyte
ENCSR227FYJ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR227FYJ,foreskin melanocyte
ENCSR693VHX,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR693VHX,foreskin melanocyte
ENCSR147GWR,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR147GWR,foreskin melanocyte
ENCSR230KKL,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR230KKL,foreskin melanocyte
ENCSR708IFN,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR708IFN,foreskin melanocyte
ENCSR324EPZ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR324EPZ,foreskin melanocyte
ENCSR505THJ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR505THJ,foreskin melanocyte
ENCSR801FWU,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR801FWU,foreskin melanocyte
ENCSR050FLB,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR050FLB,foreskin melanocyte
ENCSR382VAU,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR382VAU,foreskin melanocyte
ENCSR972NUZ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR972NUZ,foreskin melanocyte
ENCSR350JZR,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR350JZR,foreskin melanocyte
ENCSR423AKG,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR423AKG,foreskin melanocyte
ENCSR481YGZ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR481YGZ,foreskin melanocyte
ENCSR152GST,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K9ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR152GST,foreskin melanocyte
ENCSR353LBX,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR353LBX,foreskin melanocyte
ENCSR571CSC,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,foreskin melanocyte,ENCSR571CSC,foreskin melanocyte
ENCSR634LOX_M,primary cell,foreskin melanocyte,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,foreskin melanocyte,ENCSR634LOX,foreskin melanocyte
ENCSR634LOX_P,primary cell,foreskin melanocyte,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,foreskin melanocyte,ENCSR634LOX,foreskin melanocyte
ENCSR697EYE_M,primary cell,foreskin melanocyte,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,foreskin melanocyte,ENCSR697EYE,foreskin melanocyte
ENCSR697EYE_P,primary cell,foreskin melanocyte,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,foreskin melanocyte,ENCSR697EYE,foreskin melanocyte
ENCSR878EUT_M,primary cell,glomerular endothelial cell,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,glomerular endothelial cell,ENCSR878EUT,glomerular endothelial cell
ENCSR878EUT_P,primary cell,glomerular endothelial cell,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,glomerular endothelial cell,ENCSR878EUT,glomerular endothelial cell
ENCSR785BDQ,primary cell,glomerular visceral epithelial cell,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,glomerular visceral epithelial cell,ENCSR785BDQ,glomerular visceral epithelial cell
ENCSR000CUB_M,primary cell,hair follicle dermal papilla cell,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,hair follicle dermal papilla cell,ENCSR000CUB,hair follicle dermal papilla cell
ENCSR000CUB_P,primary cell,hair follicle dermal papilla cell,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,hair follicle dermal papilla cell,ENCSR000CUB,hair follicle dermal papilla cell
ENCSR680USE_M,primary cell,hair follicular keratinocyte,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,hair follicular keratinocyte,ENCSR680USE,hair follicular keratinocyte
ENCSR680USE_P,primary cell,hair follicular keratinocyte,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,hair follicular keratinocyte,ENCSR680USE,hair follicular keratinocyte
ENCSR000EJU,primary cell,hepatocyte,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,hepatocyte,ENCSR000EJU,liver_family
ENCSR039JPA,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,immature natural killer cell,ENCSR039JPA,immature natural killer cell
ENCSR672OYP,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,immature natural killer cell,ENCSR672OYP,immature natural killer cell
ENCSR701JXD,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,immature natural killer cell,ENCSR701JXD,immature natural killer cell
ENCSR766TSI,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,immature natural killer cell,ENCSR766TSI,immature natural killer cell
ENCSR963EVZ,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,immature natural killer cell,ENCSR963EVZ,immature natural killer cell
ENCSR972TMF,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,immature natural killer cell,ENCSR972TMF,immature natural killer cell
ENCSR000ELH,primary cell,keratinocyte,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,keratinocyte,ENCSR000ELH,keratinocyte
ENCSR000ARL,primary cell,keratinocyte,Histone ChIP-seq,,H2AFZ,human,encode_v3,Histone ChIP-seq,HistoneChIP,keratinocyte,ENCSR000ARL,keratinocyte
ENCSR000ALK,primary cell,keratinocyte,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,keratinocyte,ENCSR000ALK,keratinocyte
ENCSR000DWW,primary cell,keratinocyte,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,keratinocyte,ENCSR000DWW,keratinocyte
ENCSR000DWV,primary cell,keratinocyte,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,keratinocyte,ENCSR000DWV,keratinocyte
ENCSR970FPM,primary cell,keratinocyte,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,keratinocyte,ENCSR970FPM,keratinocyte
ENCSR000ARM,primary cell,keratinocyte,Histone ChIP-seq,,H3K79me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,keratinocyte,ENCSR000ARM,keratinocyte
ENCSR000ARN,primary cell,keratinocyte,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,keratinocyte,ENCSR000ARN,keratinocyte
ENCSR000DNC,primary cell,keratinocyte,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,keratinocyte,ENCSR000DNC,keratinocyte
ENCSR000CPJ_M,primary cell,keratinocyte,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,keratinocyte,ENCSR000CPJ,keratinocyte
ENCSR000CPJ_P,primary cell,keratinocyte,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,keratinocyte,ENCSR000CPJ,keratinocyte
ENCSR000CPK_M,primary cell,keratinocyte,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,keratinocyte,ENCSR000CPK,keratinocyte
ENCSR000CPK_P,primary cell,keratinocyte,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,keratinocyte,ENCSR000CPK,keratinocyte
ENCSR000EYT,primary cell,keratinocyte,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,keratinocyte,ENCSR000EYT,keratinocyte
ENCSR270XRV_M,primary cell,keratinocyte,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,keratinocyte,ENCSR270XRV,keratinocyte
ENCSR270XRV_P,primary cell,keratinocyte,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,keratinocyte,ENCSR270XRV,keratinocyte
ENCSR988YKR,primary cell,kidney capillary endothelial cell,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,kidney capillary endothelial cell,ENCSR988YKR,kidney capillary endothelial cell
ENCSR000DVF,primary cell,kidney epithelial cell,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,kidney epithelial cell,ENCSR000DVF,kidney_family
ENCSR000DVE,primary cell,kidney epithelial cell,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,kidney epithelial cell,ENCSR000DVE,kidney_family
ENCSR000DVG,primary cell,kidney epithelial cell,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,kidney epithelial cell,ENCSR000DVG,kidney_family
ENCSR000DVH,primary cell,kidney epithelial cell,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,kidney epithelial cell,ENCSR000DVH,kidney_family
ENCSR373BDG_M,primary cell,kidney epithelial cell,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,kidney epithelial cell,ENCSR373BDG,kidney_family
ENCSR373BDG_P,primary cell,kidney epithelial cell,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,kidney epithelial cell,ENCSR373BDG,kidney_family
ENCSR136KEL,primary cell,kidney glomerular epithelial cell,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,kidney glomerular epithelial cell,ENCSR136KEL,kidney glomerular epithelial cell
ENCSR175IWT,primary cell,kidney tubule cell,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,kidney tubule cell,ENCSR175IWT,kidney tubule cell
ENCSR257CIZ,primary cell,kidney tubule cell,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,kidney tubule cell,ENCSR257CIZ,kidney tubule cell
ENCSR113OII,primary cell,luminal epithelial cell of mammary gland,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,luminal epithelial cell of mammary gland,ENCSR113OII,breast_family
ENCSR212LIS,primary cell,luminal epithelial cell of mammary gland,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,luminal epithelial cell of mammary gland,ENCSR212LIS,breast_family
ENCSR293UEB,primary cell,luminal epithelial cell of mammary gland,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,luminal epithelial cell of mammary gland,ENCSR293UEB,breast_family
ENCSR529ECZ,primary cell,luminal epithelial cell of mammary gland,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,luminal epithelial cell of mammary gland,ENCSR529ECZ,breast_family
ENCSR148SUU_M,primary cell,luminal epithelial cell of mammary gland,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,luminal epithelial cell of mammary gland,ENCSR148SUU,breast_family
ENCSR148SUU_P,primary cell,luminal epithelial cell of mammary gland,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,luminal epithelial cell of mammary gland,ENCSR148SUU,breast_family
ENCSR000AAP_M,primary cell,lung microvascular endothelial cell,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,lung microvascular endothelial cell,ENCSR000AAP,lung microvascular endothelial cell
ENCSR000AAP_P,primary cell,lung microvascular endothelial cell,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,lung microvascular endothelial cell,ENCSR000AAP,lung microvascular endothelial cell
ENCSR228VNQ,primary cell,mammary epithelial cell,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,mammary epithelial cell,ENCSR228VNQ,breast_family
ENCSR000ARF,primary cell,mammary epithelial cell,Histone ChIP-seq,,H2AFZ,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000ARF,breast_family
ENCSR000ALW,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000ALW,breast_family
ENCSR000ALX,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000ALX,breast_family
ENCSR134HVI,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR134HVI,breast_family
ENCSR000ALY,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000ALY,breast_family
ENCSR597RXT,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR597RXT,breast_family
ENCSR000AMJ,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000AMJ,breast_family
ENCSR521FND,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR521FND,breast_family
ENCSR000AMK,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000AMK,breast_family
ENCSR000AML,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000AML,breast_family
ENCSR000DUQ,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000DUQ,breast_family
ENCSR016JWS,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR016JWS,breast_family
ENCSR807YQE,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR807YQE,breast_family
ENCSR000ASB,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K79me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000ASB,breast_family
ENCSR000ARG,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000ARG,breast_family
ENCSR668GKQ,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR668GKQ,breast_family
ENCSR000AMM,primary cell,mammary epithelial cell,Histone ChIP-seq,,H4K20me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary epithelial cell,ENCSR000AMM,breast_family
ENCSR000DUS,primary cell,mammary epithelial cell,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,mammary epithelial cell,ENCSR000DUS,breast_family
ENCSR000ARE,primary cell,mammary epithelial cell,TF ChIP-seq,,EZH2,human,encode_v3,TF ChIP-seq,TFChIP,mammary epithelial cell,ENCSR000ARE,breast_family
ENCSR000COX_M,primary cell,mammary epithelial cell,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,mammary epithelial cell,ENCSR000COX,breast_family
ENCSR000COX_P,primary cell,mammary epithelial cell,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,mammary epithelial cell,ENCSR000COX,breast_family
ENCSR860HAA_M,primary cell,mammary epithelial cell,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,mammary epithelial cell,ENCSR860HAA,breast_family
ENCSR860HAA_P,primary cell,mammary epithelial cell,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,mammary epithelial cell,ENCSR860HAA,breast_family
ENCSR000CUN_M,primary cell,mammary epithelial cell,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,mammary epithelial cell,ENCSR000CUN,breast_family
ENCSR000CUN_P,primary cell,mammary epithelial cell,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,mammary epithelial cell,ENCSR000CUN,breast_family
ENCSR020YQE_M,primary cell,mammary epithelial cell,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,mammary epithelial cell,ENCSR020YQE,breast_family
ENCSR020YQE_P,primary cell,mammary epithelial cell,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,mammary epithelial cell,ENCSR020YQE,breast_family
ENCSR815UVL_M,primary cell,mammary microvascular endothelial cell,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,mammary microvascular endothelial cell,ENCSR815UVL,mammary microvascular endothelial cell
ENCSR815UVL_P,primary cell,mammary microvascular endothelial cell,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,mammary microvascular endothelial cell,ENCSR815UVL,mammary microvascular endothelial cell
ENCSR635XBA,primary cell,mammary stem cell,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mammary stem cell,ENCSR635XBA,mammary stem cell
ENCSR433YBD_M,primary cell,mammary stem cell,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,mammary stem cell,ENCSR433YBD,mammary stem cell
ENCSR433YBD_P,primary cell,mammary stem cell,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,mammary stem cell,ENCSR433YBD,mammary stem cell
ENCSR000CUQ_M,primary cell,melanocyte of skin,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,melanocyte of skin,ENCSR000CUQ,melanocyte of skin
ENCSR000CUQ_P,primary cell,melanocyte of skin,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,melanocyte of skin,ENCSR000CUQ,melanocyte of skin
ENCSR000CUR_M,primary cell,melanocyte of skin,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,melanocyte of skin,ENCSR000CUR,melanocyte of skin
ENCSR000CUR_P,primary cell,melanocyte of skin,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,melanocyte of skin,ENCSR000CUR,melanocyte of skin
ENCSR198TKA_M,primary cell,mesangial cell,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,mesangial cell,ENCSR198TKA,mesangial cell
ENCSR198TKA_P,primary cell,mesangial cell,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,mesangial cell,ENCSR198TKA,mesangial cell
ENCSR262VXI,primary cell,mesenchymal stem cell,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mesenchymal stem cell,ENCSR262VXI,mesenchymal stem cell
