file_id,assay,modality_coarse,tissue_strict,biosample_type,dataset,w_norm,w_gain_norm,bias,bias_effective
ENCSR241JLU,Histone ChIP-seq,HistoneChIP,chorion,tissue,encode_v3,0.8904324173564784,1.042349513639893,0.005558183882385492,0.05757231411454784
ENCSR364OZJ,Histone ChIP-seq,HistoneChIP,chorion,tissue,encode_v3,1.0380771493801237,1.252599464354401,0.010435554198920727,0.085426176113472
ENCSR449FFA,Histone ChIP-seq,HistoneChIP,chorion,tissue,encode_v3,1.0422084256067945,1.2227115156654924,0.027836469933390617,0.2475748470543838
ENCSR960AIZ,Histone ChIP-seq,HistoneChIP,chorion,tissue,encode_v3,1.2239997010896495,1.4716795130988947,0.017196374014019966,0.1997967850704743
ENCSR244MNY,Histone ChIP-seq,HistoneChIP,chorion,tissue,encode_v3,1.342114781357552,1.7389170903287205,0.014877027831971645,0.2521191589271539
ENCSR767WVZ,Histone ChIP-seq,HistoneChIP,chorion,tissue,encode_v3,1.613227190599169,2.0557359590665505,0.02267402783036232,0.24847755964572193
ENCSR215EFA,Histone ChIP-seq,HistoneChIP,chorion,tissue,encode_v3,2.0590609007006946,2.7918199668818824,0.016269201412796974,1.3543048276096012
ENCSR787CAJ,Histone ChIP-seq,HistoneChIP,chorion,tissue,encode_v3,1.4110419341439682,1.850242697638794,0.0301438570022583,0.8623042319189202
ENCSR249CKG_M,polyA plus RNA-seq,RNA,chorion,tissue,encode_v3,2.522570589520148,3.3283694553437146,-0.013147735968232155,2.100192067436648
ENCSR249CKG_P,polyA plus RNA-seq,RNA,chorion,tissue,encode_v3,2.767190539659738,3.63887235689981,0.003189132548868656,2.4001761833277553
ENCSR338FSZ_M,polyA plus RNA-seq,RNA,chorion,tissue,encode_v3,2.540613641582827,3.3815964738816793,0.0001750581432133913,2.3333946973585897
ENCSR338FSZ_P,polyA plus RNA-seq,RNA,chorion,tissue,encode_v3,2.7346009982112482,3.6374517591222415,-0.0018265071557834744,2.6101243127409632
ENCSR466XAR_M,polyA plus RNA-seq,RNA,chorion,tissue,encode_v3,2.5130257821303323,3.343524329448688,-0.012482558377087116,2.489794631322917
ENCSR466XAR_P,polyA plus RNA-seq,RNA,chorion,tissue,encode_v3,2.7948889287009675,3.7193400174525872,-0.0027222875505685806,2.8435838657724792
ENCSR741MLF_M,polyA plus RNA-seq,RNA,chorion,tissue,encode_v3,2.626694631178284,3.5109389654652996,-0.007948244921863079,2.28384497895399
ENCSR741MLF_P,polyA plus RNA-seq,RNA,chorion,tissue,encode_v3,2.8667797142795512,3.7897724607314296,0.0011726622469723225,2.570465520203624
ENCSR606WJA,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.4197661856936257,1.9137675372577068,0.01632249914109707,0.7590259764475055
ENCSR619POC,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.5857920437378321,2.1378193289212075,0.015729673206806183,0.6780918502576987
ENCSR643TBI,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.6939092909805704,2.382745023729073,0.016229117289185524,0.9410010879484589
ENCSR963LVX,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.1575888282661775,1.5662660678479157,0.018170630559325218,0.43498026192448397
ENCSR673XMI,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.0771038749758435,1.275507230159563,0.015671493485569954,0.1183513908313897
ENCSR746ZXP,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.0693148153407943,1.266954754336609,0.006118623539805412,0.0953344016275672
ENCSR853JJZ,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.0531485809561099,1.2327409151147612,0.02289443649351597,0.2516568286413968
ENCSR949HMJ,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.3282740335795327,1.5641843184374018,0.03381023183465004,0.2054089684973217
ENCSR203BOA,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.2180327770435793,1.4223760355817927,0.02183312177658081,0.39501517738904446
ENCSR646YBA,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.0062198033509817,1.1902593932141665,0.015437032096087933,0.16934676730378662
ENCSR649FAP,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,0.9779654413785005,1.1681028025385731,0.016486406326293945,0.2258518740575036
ENCSR836KDL,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.0131309533055715,1.1945663686382562,0.01700480282306671,0.21063571720124996
ENCSR389OFJ,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.350117438018398,1.7625849755778626,0.029788518324494362,0.46951352813938685
ENCSR397FAN,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.591016494579687,2.0560621593895134,0.023922450840473175,0.584553812633497
ENCSR473ZFG,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.2556236546474986,1.6590549932477798,0.029355917125940323,0.3246229334156687
ENCSR579OVQ,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.2511649518681738,1.6639990212619686,0.03519245982170105,0.2970369207734603
ENCSR097PJQ,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.8366885263495285,2.486770514341038,0.029760997742414474,1.1589334397883257
ENCSR313SEO,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,2.034495467221455,2.750769659722411,0.026992175728082657,1.0066617937112146
ENCSR320MYR,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.9931853780741815,2.7169311813579915,0.002437288872897625,0.9887376591765776
ENCSR659FAS,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,1.4897329754159008,2.0014308179304137,0.02982155606150627,0.796528559692642
ENCSR660RYC,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,0.8719889741629943,1.0070501675400212,-0.0009479890577495098,0.02798207642686457
ENCSR671JMQ,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,0.9607849070361014,1.1182896846409685,-0.009793750941753387,0.030556772070017585
ENCSR767NPV,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,0.9680955242454061,1.122802841231839,-0.0047853742726147175,0.06432471293257931
ENCSR957TGI,Histone ChIP-seq,HistoneChIP,chorionic villus,tissue,encode_v3,0.9230809575537452,1.066429656212183,-0.01630270853638649,-0.015249460735905149
ENCSR051QXW_M,polyA plus RNA-seq,RNA,chorionic villus,tissue,encode_v3,2.7171305547159856,3.5569209654484717,-0.001215228927321732,2.1386311589275544
ENCSR051QXW_P,polyA plus RNA-seq,RNA,chorionic villus,tissue,encode_v3,2.7730713987103712,3.6168186897432024,0.009844301268458366,2.424629484508627
ENCSR560IFD_M,polyA plus RNA-seq,RNA,chorionic villus,tissue,encode_v3,2.611334698612534,3.4710073413019193,0.0021532040555030107,2.0411034203717957
ENCSR560IFD_P,polyA plus RNA-seq,RNA,chorionic villus,tissue,encode_v3,2.6363903350865034,3.494790087733621,0.004685604013502598,2.188101486221406
ENCSR967BBU_M,polyA plus RNA-seq,RNA,chorionic villus,tissue,encode_v3,2.55634921725887,3.4026853962744488,0.004148115869611502,1.9898811036912882
ENCSR967BBU_P,polyA plus RNA-seq,RNA,chorionic villus,tissue,encode_v3,2.637179929960015,3.483815248964658,0.011281547136604786,2.250975376091118
ENCSR355UYP,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,1.595926379395039,2.210078057291031,0.007387520279735327,0.7544689156897468
ENCSR604JDV,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,2.129372084301022,3.0526021687436424,0.008934302255511284,0.993763533364076
ENCSR022LOH,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,1.1470566300668257,1.349140392297482,-0.015994753688573837,0.06930656077021273
ENCSR323YPH,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,1.2497194756863963,1.4569002433901088,0.007470146287232637,0.201985034528032
ENCSR736SFP,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,1.1944814871934801,1.3765412924808365,0.020504966378211975,0.13169355603403424
ENCSR117IJB,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,1.5028656317514684,1.8587399510011346,0.00695012416690588,0.3025630841135857
ENCSR443NEP,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,1.7788705647932297,2.2061688786391436,0.007589386310428381,0.3914339579916625
ENCSR032BMQ,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,2.039049414234404,2.720855434141505,0.027406666427850723,1.6384201268951997
ENCSR693GVU,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,1.8141810032747243,2.4245676723240885,0.011065904051065445,1.2624444870290794
ENCSR860PEV,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,1.6736416758467796,2.1634775106360014,0.01473390031605959,0.7962695600845223
ENCSR069KYE,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,0.9455809811306423,1.1176088580194028,-0.00176153308711946,0.012265924557516232
ENCSR070GTK,Histone ChIP-seq,HistoneChIP,cingulate gyrus,tissue,encode_v3,0.9453777547186609,1.1080374706389713,-0.00416042935103178,-0.07466341355931062
ENCSR175XPY,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,2.4950361788752757,3.441032317476994,0.021076688542962074,1.678979351468159
ENCSR327XTS,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,2.2002067473198266,3.0212772626429034,0.03616126999258995,1.4568082717824447
ENCSR564RWY,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,1.3818806990960726,1.6568773849180585,0.008733272552490234,0.2902593717841727
ENCSR831LTX,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,0.8866787022065058,1.0514889505313276,0.014691649004817009,0.1567379706067645
ENCSR024DUV,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,0.8788600327219587,1.0269138251439842,0.03270326927304268,0.2110579641252989
ENCSR142BBV,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,1.416429417713834,1.6817809051479908,0.027483977377414703,0.3662308132546003
ENCSR273TNG,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,1.827681405422728,2.378498367078351,0.03394186496734619,0.6618302628633579
ENCSR714BDG,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,1.550997412304305,2.0239202996542622,0.016848526895046234,0.2789692211798671
ENCSR322FGP,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,1.3978679192064543,1.832782344208922,0.030293989926576614,1.0137430941967205
ENCSR577DVK,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,2.5907922631159552,3.4810811508552653,0.0361734963953495,2.3761172231924395
ENCSR328KRD,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,1.8201646532727493,2.3717588335281756,0.030083905905485153,1.2455198746646454
ENCSR375DWY,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,1.6578241902522186,2.214621287132084,0.0424887090921402,1.2434123349126645
ENCSR294GDI,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,1.0445249002587274,1.2596460810755814,0.004902039188891649,0.09091426462856486
ENCSR749ANR,Histone ChIP-seq,HistoneChIP,colonic mucosa,tissue,encode_v3,0.8874730649188685,1.0312364002419931,0.005660717841237783,0.03649301239903366
ENCSR202OWR_M,total RNA-seq,RNA,colonic mucosa,tissue,encode_v3,2.5215190690591363,3.466011092714053,0.000309698807541281,2.1715009455069367
ENCSR202OWR_P,total RNA-seq,RNA,colonic mucosa,tissue,encode_v3,2.6327752871811887,3.6396307601376154,0.0004491326690185815,2.2188302374618902
ENCSR516BJM_M,total RNA-seq,RNA,colonic mucosa,tissue,encode_v3,2.569244173973482,3.4933069986211525,0.005653896369040012,2.2388023404366018
ENCSR516BJM_P,total RNA-seq,RNA,colonic mucosa,tissue,encode_v3,2.682685029356943,3.6101169349246107,-0.0002374849864281714,2.1486348252537204
ENCSR060HPL,DNase-seq,Accessibility,coronary artery,tissue,encode_v3,1.960031002696379,2.6910888801468587,0.02055499702692032,1.4041766710584045
ENCSR999TSD,DNase-seq,Accessibility,coronary artery,tissue,encode_v3,1.307575402704793,1.6692289058539833,0.05277107283473015,0.8481053942431486
ENCSR443UYU,Histone ChIP-seq,HistoneChIP,coronary artery,tissue,encode_v3,2.780054514715459,3.7825680749075743,0.028767412528395653,2.078723827691417
ENCSR343ZOV,Histone ChIP-seq,HistoneChIP,coronary artery,tissue,encode_v3,2.226056028514944,2.954740756586892,0.03797680884599686,2.38403181159194
ENCSR175FLL,TF ChIP-seq,TFChIP,coronary artery,tissue,encode_v3,1.5237988615621958,2.173623694626096,0.0352364256978035,0.5183067446115843
ENCSR000AEX_M,total RNA-seq,RNA,diencephalon,tissue,encode_v3,2.342501068261937,3.0714043443892374,-0.007980876602232456,1.5479725191861715
ENCSR000AEX_P,total RNA-seq,RNA,diencephalon,tissue,encode_v3,2.4104483369960046,3.158418500935691,-0.011364530771970749,1.4986001966917548
ENCSR016XBE,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,2.3550308012122643,3.3045612504414374,0.01330990344285965,1.2085598772573272
ENCSR195CFR,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.2612701934165949,1.6142203281222052,0.01582159288227558,0.6561129476283996
ENCSR311RML,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.0302528837502662,1.2071784711209375,-0.0024687363766133785,0.11263170045451784
ENCSR042ORP,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.1313523829441168,1.3019195713468965,0.030309975147247314,0.17716730883307963
ENCSR629RJB,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.2221824155334575,1.429421180560362,0.013515696860849857,0.1630190611576395
ENCSR051FXN,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.2493001680702882,1.533489566496666,0.022566143423318863,0.2514177264932228
ENCSR253JFN,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.395383392161578,1.7095325675755695,0.0062349108047783375,0.25028833053524546
ENCSR157EML,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.815528447304543,2.3996115115072314,0.010562416166067123,1.2025572805849685
ENCSR401VZL,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.9180571526018468,2.56297452257461,0.025683272629976273,1.5627728118571713
ENCSR448MML,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,1.5773861316421052,2.0147322967386776,0.022101961076259613,0.7831945740680792
ENCSR349III,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,0.9440404654554966,1.110638841127703,-0.002416696399450302,-0.03251187841883314
ENCSR992DEK,Histone ChIP-seq,HistoneChIP,dorsolateral prefrontal cortex,tissue,encode_v3,0.9339173731872098,1.095926016853128,0.005082434508949518,-0.0077982104354645775
ENCSR019ICB_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.330663032020219,3.0429937925810506,0.006676922086626291,1.3930701894440285
ENCSR019ICB_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.3408715408430485,3.0172259793457323,-0.003951747436076403,1.3098752361481292
ENCSR036SUN_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.5018136272273668,3.2769769507754503,0.00385758257471025,1.4994947859644963
ENCSR036SUN_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.5100190793982273,3.2432854909232547,-0.006745658814907074,1.3645448941602825
ENCSR052LON_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.349576814841925,3.0488831049068326,0.0033351266756653786,1.4397875106594715
ENCSR052LON_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.381060661627699,3.0508254451002843,-0.006497575435787439,1.3233737182164118
ENCSR061HMO_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2589793269790146,2.9159591335550408,0.007247040048241615,1.3542765520977922
ENCSR061HMO_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.274604849371534,2.9004862186267473,-0.0043643987737596035,1.219966578401238
ENCSR061RDC_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.3931535850545167,3.126498087264795,-0.0002695379080250859,1.4822787988817743
ENCSR061RDC_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.404112784499108,3.095690232384084,-0.010227181948721409,1.2770553365780901
ENCSR198QAJ_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.256929138303639,2.9242849183323796,0.009330340661108494,1.401721729215521
ENCSR198QAJ_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.291808546753256,2.9340179512482956,-0.007014242000877857,1.2805530276678199
ENCSR275JSL_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2255422633846895,2.860244465648137,-0.0024092472158372402,1.3734558941995383
ENCSR275JSL_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2635612322017047,2.8816268956143767,-0.007641833275556564,1.24142857979436
ENCSR290IHM_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2602298280385167,2.9360724664780764,-0.0011885042767971754,1.3459540198085809
ENCSR290IHM_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2921914293949963,2.944096108390811,-0.009927178733050823,1.222171623098332
ENCSR292TYT_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2346468733194063,2.8947224777768192,0.002481206553056836,1.3170317470163684
ENCSR292TYT_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.267574375441225,2.8909125528386057,-0.003327649086713791,1.171070015732301
ENCSR339NMQ_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.280069725188552,2.955828157990113,0.003423095913603902,1.3658343027018862
ENCSR339NMQ_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.3036851058056165,2.9432098064484227,-0.002381878439337015,1.2017537820648432
ENCSR365ARV_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2589039862511697,2.9302781944575473,0.004602245520800352,1.3938762519843788
ENCSR365ARV_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.298077050251445,2.9365469016803107,-0.002070469781756401,1.315496754339378
ENCSR366LFQ_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.234355307374384,2.889396599525266,0.003769487841054797,1.3648921779207122
ENCSR366LFQ_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2518491316788936,2.882685068672729,-0.00976938009262085,1.1165379311406243
ENCSR394ZSF_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.284160132425107,2.9769724570162284,0.0061418176628649235,1.421231586093342
ENCSR394ZSF_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.3256965648704155,2.986168314954625,-0.004244435578584671,1.385628155190466
ENCSR395DKP_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2878737923451213,2.9840399711540093,0.007236055564135313,1.4807732013160466
ENCSR395DKP_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.329696271513759,2.990816099437494,-0.0020066644065082073,1.3495606563850793
ENCSR483IHO_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2050561519393517,2.850941413071296,0.004317219834774733,1.3422398710725236
ENCSR483IHO_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2573711346654255,2.88272212805391,-0.007783836685121059,1.273145399571337
ENCSR562BUN_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.335664200948295,3.0251291618897906,0.007594120688736439,1.3793192334004774
ENCSR562BUN_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.327039046890322,2.9770339575302165,-0.00866007711738348,1.158782925135777
ENCSR596KAH_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.271999909534468,2.9432930433590463,0.0008332249708473682,1.3369579283901736
ENCSR596KAH_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.307342394997434,2.9481587378932836,-0.011661163531243801,1.1502235161715153
ENCSR634JQK_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2568535969901644,2.9262921288037007,0.006412234622985125,1.44734305743483
ENCSR634JQK_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2696508994497977,2.918784163144382,-0.007448145188391209,1.401123044219008
ENCSR648JOK_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.22236161589367,2.8732554466375646,0.00232211546972394,1.2520532680092222
ENCSR648JOK_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.259307287306673,2.8815028069626853,-0.005202878266572952,1.1605289608922873
ENCSR693KOP_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.4599483892468488,3.213048742537679,0.0071243480779230595,1.4028596989927085
ENCSR693KOP_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.458029457328924,3.17017140920084,-0.008488879539072514,1.2983300077276545
ENCSR795GYH_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2257522364864863,2.875226867691322,0.00019602298561949283,1.3986394354998273
ENCSR795GYH_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2576838788486064,2.885410547562141,-0.009379362687468529,1.2758305726668824
ENCSR863VFU_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2481398225169715,2.9168928860259826,0.003753677709028125,1.3898860741266308
ENCSR863VFU_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.273622549444897,2.9150236034749764,-0.0026416752953082323,1.2356391921351328
ENCSR875MVZ_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.3087580557536045,2.998465705025359,0.0006502369069494307,1.4252202405104408
ENCSR875MVZ_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.329130326707444,2.9827784953656016,-0.004729225300252438,1.2437717968732789
ENCSR949UTT_M,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2665006734025024,2.9223406506065963,0.0059336042031645775,1.436975457718035
ENCSR949UTT_P,total RNA-seq,RNA,dorsolateral prefrontal cortex,tissue,encode_v3,2.2994532440178297,2.9474304006121796,-0.006312353070825338,1.2741162861432267
ENCSR405FZE,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.756508289834955,2.3602352219739773,0.0547974668443203,1.3525791351594854
ENCSR062ARL,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.1495768058372584,1.3677909618357849,0.0009364812867715955,0.1435181595675203
ENCSR645NLL,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.0782467479099178,1.2699442855056278,-0.0036095278337597847,0.127125797680785
ENCSR176WAS,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.1873791082930638,1.3793907601943054,0.03716712072491646,0.21714504252475275
ENCSR245YZT,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.4398487767176333,1.6956179225948915,0.015353408642113209,0.20369102714988063
ENCSR246ARY,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.666150758434675,2.181070460686201,0.01817137561738491,0.3926809971962352
ENCSR513NFT,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.8749598178502254,2.4438708912854517,0.00992591492831707,0.3460218852256806
ENCSR149XIH,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,2.057472420377857,2.763311773421611,0.019241515547037125,1.5551917064367877
ENCSR799TMR,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.9343967895946197,2.5181102669239817,0.023045558482408524,1.5149788949311418
ENCSR191OEG,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.7912578674205142,2.3420754270606112,0.038889527320861816,1.307734133962052
ENCSR485FST,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.3233701552514092,1.7146084074625128,0.024419156834483147,0.877596600588892
ENCSR203BQB,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.065757665338877,1.2546040212211318,-0.0057660117745399475,0.028899764152154173
ENCSR746QFI,Histone ChIP-seq,HistoneChIP,duodenal mucosa,tissue,encode_v3,1.1127072860797798,1.2921272519077969,-0.005198418162763119,-0.08753166650841424
ENCSR435NHO,DNase-seq,Accessibility,embryonic facial prominence,tissue,encode_v3,1.8612515338667703,2.8703688022782265,0.0600743405520916,1.4547405684467913
ENCSR324JDC,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,2.114594628944704,2.7486317505997175,0.02372184954583645,1.1674333669326744
ENCSR492PXH,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,2.4558156638303625,3.094422112857772,0.009059122763574123,0.9271258197289202
ENCSR581UGC,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,1.3972655065957833,1.656957582667375,-0.008030242286622524,0.061104396074396786
ENCSR588WOD,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,1.5688348244101677,1.8496918405275764,-0.012299666181206703,0.12565717917605534
ENCSR370RJP,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,1.5271520546915092,1.8049615078686816,-0.012983465567231178,0.2806226758902956
ENCSR372OTD,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,1.6350572436139006,1.935916342030764,-0.012540874071419239,0.18771348229297594
ENCSR292WQY,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,2.6267760288318844,3.191312208615959,-0.01980145275592804,-0.17146258957074983
ENCSR817QHX,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,1.9144751406749343,2.3648927898267607,0.013043454848229885,0.21292903646019617
ENCSR884EVT,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,2.8600201484997902,3.821812499272448,0.02403728850185871,2.322574421904095
ENCSR957UQS,Histone ChIP-seq,HistoneChIP,endocrine pancreas,tissue,encode_v3,2.829279491966486,3.8273334400326684,0.018017292022705078,2.525990523324283
